,Name,Status,State,Farm,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBpre_abs,MBcopies,MHcopy_log,MHpre_abs,MHcopies,PMcopy_log,PMpre_abs,PMcopies,Name16S,quality
Beef1,Beef 1,BRD,TX,Farm1,3/3/21,104,896285.11,5.73340997,541265.0305,1,4.983949991,1,96371.80455,4.742105433,1,55221.14824,4.913638224,1,81966.84596,Beef1,Clean
Beef10,Beef 10,BRD,TX,Farm1,3/11/21,104.3,108862294.6,4.359631652,22889.25469,1,2.826074803,0,670,4.068563009,1,11710.16486,4.470968747,1,29577.99606,Beef10,Clean
Beef100,Beef 100,BRD,CO,Farm2,4/9/21,103.5,708908723.9,4.166049766,14657.15788,1,2.826074803,0,670,2.230448921,0,170,3.469360541,1,2946.867036,Beef100,Clean
Beef101,Beef 101,Healthy,CO,Farm2,4/9/21,101.8,975694806.1,5.827101482,671585.7654,1,2.826074803,0,670,5.173278486,1,149031.6419,5.980890539,1,956952.8469,Beef101,Clean
Beef102,Beef 102,Healthy,CO,Farm2,4/9/21,103.5,366241103.5,3.182607229,1522.675042,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef102,Clean
Beef103,Beef 103,Healthy,CO,Farm2,4/9/21,103.5,549487827.8,3.19431769,1564.291516,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef103,Clean
Beef104,Beef 104,Healthy,CO,Farm2,4/9/21,104.1,1604281775,6.030850201,1073619.031,1,4.089532004,1,12289.43748,2.230448921,0,170,4.271902247,1,18702.61125,Beef104,Clean
Beef105,Beef 105,Healthy,CO,Farm2,4/9/21,102.9,386423853.3,4.484941536,30545.09895,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef105,Clean
Beef106,Beef 106,Healthy,CO,Farm2,4/9/21,103.1,511125813.2,5.909985833,812804.0013,1,4.659670847,1,45674.1892,4.632547245,1,42908.88651,2.278753601,0,190,Beef106,Clean
Beef107,Beef 107,BRD,CO,Farm2,4/9/21,NA,585885397.9,3.802568459,6346.99942,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef107,Clean
Beef108,Beef 108,Healthy,CO,Farm2,4/9/21,102.2,2209141947,3.428811646,2684.180062,1,2.826074803,0,670,3.445152033,1,2787.096675,3.995747433,1,9902.558862,Beef108,Clean
Beef109,Beef 109,BRD,CO,Farm2,4/9/21,104,966761705.2,4.722710889,52809.35812,1,3.963528848,1,9194.515465,3.51313871,1,3259.40787,4.055437154,1,11361.53876,Beef109,Clean
Beef11,Beef 11,Healthy,TX,Farm1,3/9/21,101.5,4334528.83,4.594586581,39317.56208,1,3.646246362,1,4428.395103,2.230448921,0,170,4.910472883,1,81371.60517,Beef11,Clean
Beef110,Beef 110,BRD,CO,Farm2,4/9/21,107.2,515652261.3,4.512033529,32511.23965,1,2.826074803,0,670,5.242846248,1,174922.7306,4.542619275,1,34883.43751,Beef110,Clean
Beef111,Beef 111,Healthy,CO,Farm2,4/9/21,103.5,2125238728,5.958265153,908374.9573,1,2.826074803,0,670,2.230448921,0,170,5.110557417,1,128990.4081,Beef111,Clean
Beef112,Beef 112,BRD,CO,Farm2,4/9/21,105,780073474.2,7.445111044,27868336.4,1,5.779941788,1,602478.8253,5.471576617,1,296194.2459,3.430203883,1,2692.798664,Beef112,Clean
Beef114,Beef 114,Healthy,CO,Farm2,4/9/21,102.6,2403325383,4.302959291,20089.04497,1,2.826074803,0,670,3.56584156,1,3679.946966,5.485508504,1,305850.0137,Beef114,Clean
Beef115,Beef 115,BRD,CO,Farm2,4/9/21,103.6,1460348085,4.863831392,73085.52857,1,2.826074803,0,670,4.915034521,1,82230.80104,3.553658608,1,3578.150534,Beef115,Clean
Beef116,Beef 116,BRD,CO,Farm2,4/9/21,106.2,3057265900,6.627279671,4239158.653,1,3.600323006,1,3984.033727,3.748720449,1,5606.869519,5.853642305,1,713908.0932,Beef116,Clean
Beef117,Beef 117,BRD,CO,Farm2,4/9/21,104.9,969457833.3,5.669718045,467431.574,1,6.086041929,1,1219107.292,2.230448921,0,170,5.709857559,1,512693.202,Beef117,Clean
Beef118,Beef 118,Healthy,CO,Farm2,4/9/21,103.1,1830894588,3.974576879,9431.415512,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef118,Clean
Beef119,Beef 119,BRD,CO,Farm2,4/9/21,104.2,640162247.7,4.69749183,49830.10815,1,4.40450228,1,25380.62309,2.230448921,0,170,2.278753601,0,190,Beef119,Clean
Beef12,Beef 12,Healthy,TX,Farm1,3/10/21,102,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef12,Clean
Beef120,Beef 120,BRD,CO,Farm2,4/9/21,103.8,2796747653,7.036387896,10873964.12,1,6.628468646,1,4250780.169,5.137440548,1,137227.3093,5.936109424,1,863196.0092,Beef120,Clean
Beef121,Beef 121,Healthy,CO,Farm2,4/9/21,102.1,1960800672,5.033612876,108047.0405,1,3.53276666,1,3410.096426,6.191497549,1,1554166.519,5.70376129,1,505546.712,Beef121,Clean
Beef122,Beef 122,Healthy,CO,Farm2,4/9/21,102.2,1217961546,3.407907838,2558.042986,1,2.826074803,0,670,2.230448921,0,170,4.584031738,1,38373.52875,Beef122,Clean
Beef123,Beef 123,Healthy,CO,Farm2,4/9/21,102,2649194217,5.016378069,103843.2014,1,3.445008759,1,2786.177359,2.230448921,0,170,2.278753601,0,190,Beef123,Clean
Beef124,Beef 124,BRD,CO,Farm2,4/9/21,104.4,734271056.6,5.626296737,422957.5067,1,4.573862333,1,37485.41585,5.110035066,1,128835.3573,4.387607732,1,24412.24566,Beef124,Clean
Beef125,Beef 125,BRD,CO,Farm2,4/9/21,104.1,157883497.2,6.279347887,1902601.729,1,5.686466716,1,485810.2977,4.849682987,1,70742.92081,3.839275206,1,6906.773373,Beef125,Clean
Beef126,Beef 126,BRD,CO,Farm2,4/9/21,104,985680021.1,6.590227715,3892491.88,1,5.066833826,1,116636.3245,5.253386818,1,179220.1425,6.314420539,1,2062626.244,Beef126,Clean
Beef128,Beef 128,Healthy,CO,Farm2,4/9/21,102.1,942990666.6,3.70040363,5016.5325,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef128,Clean
Beef129,Beef 129,BRD,CO,Farm2,4/9/21,102.6,281863098.7,6.784637575,6090284.426,1,3.759032753,1,5741.597619,3.604841669,1,4025.702422,6.701238224,1,5026182.161,Beef129,Clean
Beef13,Beef 13,Healthy,TX,Farm1,3/10/21,101.9,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef13,Clean
Beef130,Beef 130,BRD,CO,Farm2,4/9/21,104,443703812.4,5.33466428,216104.7335,1,2.826074803,0,670,4.325816657,1,21174.67033,4.558644241,1,36194.63828,Beef130,Clean
Beef131,Beef 131,Healthy,CO,Farm2,4/9/21,101.8,1063914059,5.017565603,104127.5388,1,3.646424772,1,4430.214685,3.796153015,1,6253.92998,3.312261545,1,2052.397821,Beef131,Clean
Beef132,Beef 132,Healthy,CO,Farm2,4/9/21,103.6,410562001,3.593575599,3922.614223,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef132,Clean
Beef133,Beef 133,Healthy,CO,Farm2,4/9/21,NA,753883094.2,8.175370414,149751235.4,1,7.931790563,1,85465445.91,4.843358645,1,69720.20331,3.329550797,1,2135.751879,Beef133,Clean
Beef134,Beef 134,Healthy,CO,Farm2,4/9/21,102.9,372828579,5.275635918,188640.9254,1,4.659976041,1,45706.29742,2.230448921,0,170,2.278753601,0,190,Beef134,Clean
Beef135,Beef 135,Healthy,CO,Farm2,4/9/21,103.5,236582558.8,4.574288299,37522.20039,1,3.782714639,1,6063.377936,2.230448921,0,170,4.795947037,1,62509.64569,Beef135,Clean
Beef136,Beef 136,BRD,CO,Farm2,4/9/21,105.3,609587059.5,4.51156189,32475.95196,1,3.366062893,1,2323.073194,3.71340954,1,5169.035799,2.278753601,0,190,Beef136,Clean
Beef137,Beef 137,Healthy,CO,Farm2,4/9/21,102.2,1112212073,5.314627737,206361.0539,1,4.694855151,1,49528.49726,2.230448921,0,170,4.832738192,1,68035.90909,Beef137,Clean
Beef138,Beef 138,BRD,CO,Farm2,4/9/21,105.6,2334035438,6.654686544,4515299.31,1,4.154475275,1,14271.68576,2.230448921,0,170,2.278753601,0,190,Beef138,Clean
Beef139,Beef 139,Healthy,CO,Farm2,4/9/21,103.3,258379920.4,4.459270666,28791.92256,1,3.549097994,1,3540.772258,2.230448921,0,170,3.547911915,1,3531.115431,Beef139,Clean
Beef14,Beef 14,BRD,TX,Farm1,3/8/21,105,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef14,Clean
Beef140,Beef 140,Healthy,CO,Farm2,4/9/21,102.2,251810823.1,4.435392819,27251.65105,1,3.831379677,1,6782.341875,4.768520598,1,58684.12018,3.540910762,1,3474.647575,Beef140,Clean
Beef141,Beef 141,BRD,CO,Farm2,4/9/21,103.6,1104988471,3.820860981,6620.045595,1,2.826074803,0,670,2.230448921,0,170,5.868002958,1,737909.2555,Beef141,Clean
Beef142,Beef 142,BRD,CO,Farm2,4/9/21,104.2,88880002.81,3.297862134,1985.464533,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef142,Clean
Beef144,Beef 144,BRD,CO,Farm2,4/9/21,104.1,833923168.4,4.507572136,32178.96982,1,3.46315198,1,2905.039083,2.230448921,0,170,3.413329233,1,2590.175748,Beef144,Clean
Beef145,Beef 145,Healthy,CO,Farm2,4/9/21,102.6,278060454.7,6.027653848,1065746.336,1,4.029303909,1,10698.03239,2.230448921,0,170,2.278753601,0,190,Beef145,Clean
Beef146,Beef 146,Healthy,CO,Farm2,4/9/21,103.6,103191994.2,3.948441336,8880.580109,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef146,Clean
Beef147,Beef 147,BRD,CO,Farm2,4/9/21,102.6,1270766339,6.39392115,2476972.299,1,6.93569381,1,8623703.386,3.390868098,1,2459.620464,6.276978469,1,1892249.805,Beef147,Clean
Beef148,Beef 148,Healthy,CO,Farm2,4/9/21,104.7,323953842.3,5.779141777,601370.025,1,4.490488499,1,30937.73383,5.358792518,1,228450.7132,3.35669164,1,2273.482626,Beef148,Clean
Beef149,Beef 149,BRD,CO,Farm2,4/9/21,103.5,218228195.5,5.227095322,168692.3242,1,2.826074803,0,670,4.204600102,1,16017.69804,3.572545119,1,3737.189491,Beef149,Clean
Beef15,Beef 15,Healthy,TX,Farm1,3/10/21,102.2,1428446133,5.096365292,124843.3149,1,2.826074803,0,670,2.230448921,0,170,3.350804381,1,2242.871443,Beef15,Clean
Beef150,Beef 150,BRD,CO,Farm2,4/9/21,103.6,320414688.7,3.334587968,2160.667642,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef150,Clean
Beef151,Beef 151,BRD,CO,Farm2,4/9/21,105.4,21559674614,7.296397687,19787807.96,1,5.671685269,1,469553.7017,5.248116533,1,177058.3991,6.135585254,1,1366423.285,Beef151,Clean
Beef152,Beef 152,BRD,CO,Farm2,4/9/21,107.1,90620169.2,4.331387893,21448.05394,1,2.826074803,0,670,2.230448921,0,170,3.36337658,1,2308.748254,Beef152,Clean
Beef153,Beef 153,BRD,CO,Farm2,4/9/21,102.2,1283392024,6.368280963,2334968.16,1,4.029820539,1,10710.76619,3.693382457,1,4936.083036,4.080335597,1,12031.93832,Beef153,Clean
Beef154,Beef 154,Healthy,CO,Farm2,4/9/21,102.6,2234629774,5.31078346,204542.4531,1,3.444988484,1,2786.047288,3.790355701,1,6171.002197,3.576695337,1,3773.074118,Beef154,Clean
Beef155,Beef 155,Healthy,TX,Farm1,4/7/21,102.5,1828644507,5.948502752,888183.6036,1,2.826074803,0,670,3.292777057,1,1962.352653,5.267509773,1,185144.0556,Beef157N,Clean
Beef156,Beef 156,BRD,TX,Farm1,4/7/21,104.5,485096976.7,4.595864471,39433.42238,1,4.699353296,1,50044.14758,4.039049413,1,10940.80842,4.070720487,1,11768.48308,Beef158N,Clean
Beef159,Beef 159,Healthy,TX,Farm1,4/15/21,101.6,230,2.278753601,190,0,4.250146666,1,17788.80056,4.495456095,1,31293.6409,2.278753601,0,190,Beef159N,Clean
Beef16,Beef 16,Healthy,TX,Farm1,3/11/21,102.1,161766.89,7.757057648,57155449.98,1,2.826074803,0,670,2.230448921,0,170,5.661879145,1,459070.2459,Beef16,Clean
Beef160,Beef 160,BRD,TX,Farm1,4/13/21,104.2,1014321244,5.181126783,151749.3304,1,2.826074803,0,670,5.793000263,1,620869.4098,3.175175639,1,1496.84089,Beef160N,Clean
Beef161,Beef 161,BRD,TX,Farm1,4/14/21,104.7,857593825.7,6.652769892,4495416.049,1,2.826074803,0,670,2.230448921,0,170,5.012805698,1,102992.5232,Beef161N,Clean
Beef163,Beef 163,BRD,TX,Farm1,4/13/21,105.2,5184214.69,6.827497954,6721991.429,1,3.308101857,1,2032.833722,3.241128264,1,1742.321371,3.432147034,1,2704.873969,Beef163N,Clean
Beef164,Beef 164,BRD,TX,Farm1,4/14/21,104,230,2.278753601,190,0,5.199132858,1,158173.1844,4.636699733,1,43321.12565,2.278753601,0,190,Beef164N,Clean
Beef165,Beef 165,Healthy,TX,Farm1,4/13/21,101.7,54894641.82,4.368835009,23379.48868,1,2.826074803,0,670,2.230448921,0,170,3.848081962,1,7048.260742,Beef165N,Clean
Beef166,Beef 166,BRD,TX,Farm1,4/14/21,104.2,16896187.63,4.551635754,35615.23009,1,2.826074803,0,670,4.16300963,1,14554.91353,3.76267191,1,5789.911298,Beef166N,Clean
Beef167,Beef 167,Healthy,TX,Farm1,4/14/21,101.5,25510440.96,2.278753601,190,0,2.826074803,0,670,3.362935587,1,2306.405087,3.267062572,1,1849.535075,Beef167N,Clean
Beef168,Beef 168,Healthy,TX,Farm1,4/14/21,102.3,3720886.29,3.003711423,1008.582488,1,2.826074803,0,670,2.230448921,0,170,3.536113921,1,3436.480797,Beef168N,Clean
Beef169,Beef 169,Healthy,TX,Farm1,4/13/21,102.5,6643490.16,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef169N,Clean
Beef17,Beef 17,Healthy,TX,Farm1,3/8/21,103.8,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef17,Clean
Beef170,Beef 170,BRD,TX,Farm1,4/13/21,105.5,3068387.1,4.744737968,55556.89528,1,2.826074803,0,670,3.897805775,1,7903.251004,2.278753601,0,190,Beef170N,Clean
Beef171,Beef 171,Healthy,TX,Farm1,4/13/21,103,2509307.39,3.298867532,1990.066241,1,2.826074803,0,670,2.230448921,0,170,3.476293406,1,2994.286872,Beef171N,Clean
Beef172,Beef 172,Healthy,TX,Farm1,4/14/21,102.7,10905494.25,2.91191905,816.4301799,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef172N,Clean
Beef174,Beef 174,BRD,TX,Farm1,4/13/21,104.8,12394605.87,3.739934683,5494.582306,1,2.826074803,0,670,3.60128841,1,3992.899784,2.278753601,0,190,Beef174N,Clean
Beef176,Beef 176,Healthy,TX,Farm1,4/13/21,101.5,18921323.21,3.177551516,1505.052039,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef176N,Clean
Beef178,Beef 178,BRD,TX,Farm1,4/21/21,104.6,2466179.83,4.797954659,62799.27917,1,3.380490563,1,2401.544083,2.230448921,0,170,3.677689699,1,4760.907015,Beef178N,Clean
Beef179,Beef 179,Healthy,TX,Farm1,4/21/21,102.3,2661634.63,2.957919919,907.6531492,1,2.826074803,0,670,2.230448921,0,170,3.798004368,1,6280.646758,Beef179N,Clean
Beef180,Beef 180,BRD,TX,Farm1,4/27/21,104,12496540.18,3.871623444,7440.865324,1,2.826074803,0,670,2.230448921,0,170,3.548482207,1,3535.755352,Beef180N,Clean
Beef181,Beef 181,Healthy,TX,Farm1,4/27/21,103.2,5381862.25,5.001801645,100415.7057,1,3.758052206,1,5728.648906,2.230448921,0,170,3.484140015,1,3048.877779,Beef181N,Clean
Beef183,Beef 183,BRD,TX,Farm1,4/28/21,104,24733248.02,5.165059629,146237.7946,1,3.647237988,1,4438.518025,2.230448921,0,170,3.472631655,1,2969.146698,Beef183N,Clean
Beef184,Beef 184,Healthy,TX,Farm1,4/29/21,102.5,11498080.24,3.223101396,1671.480814,1,3.225796889,1,1681.887291,2.230448921,0,170,2.278753601,0,190,Beef184N,Clean
Beef185,Beef 185,BRD,TX,Farm1,4/29/21,104,24394525.11,5.146118095,139996.7955,1,3.569891151,1,3714.421213,3.55523725,1,3591.18063,4.924777395,1,84096.39816,Beef185N,Clean
Beef186,Beef 186,Healthy,TX,Farm1,4/29/21,102.9,12358166.82,4.548106804,35327.00375,1,2.826074803,0,670,4.505996665,1,32062.44701,4.844741985,1,69942.63429,Beef186N,Clean
Beef187,Beef 187,BRD,TX,Farm1,4/29/21,104,22771379.95,4.83854366,68951.49079,1,2.826074803,0,670,2.230448921,0,170,4.143255156,1,13907.69495,Beef187N,Clean
Beef188,Beef 188,Healthy,TX,Farm1,4/29/21,103,7096313.76,2.839309836,690.7324135,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef188N,Clean
Beef190,Beef 190,Healthy,IN,Farm3,4/7/21,101.8,224315487.3,6.962701412,9177014.37,1,2.826074803,0,670,3.345867159,1,2217.518027,4.6799632,1,47858.95373,Beef190,Clean
Beef191,Beef 191,BRD,IN,Farm3,4/7/21,102.7,4.41E+11,7.164744442,14613170.18,1,2.826074803,0,670,5.271242047,1,186742.0179,6.262885754,1,1831832.474,Beef191,Clean
Beef192,Beef 192,BRD,IN,Farm3,4/7/21,102.4,84030733827,3.182963383,1523.924262,1,2.826074803,0,670,2.230448921,0,170,6.466897583,1,2930202.154,Beef192,Clean
Beef193,Beef 193,BRD,IN,Farm3,4/7/21,102.9,11878623162,5.10282316,126713.5796,1,2.826074803,0,670,3.964211366,1,9208.976532,5.029398846,1,107003.7126,Beef193,Clean
Beef194,Beef 194,Healthy,IN,Farm3,4/7/21,103.6,1.45E+11,5.411299572,257809.8892,1,4.171560296,1,14844.3196,4.715754008,1,51970.15449,6.305780549,1,2021997.195,Beef194,Clean
Beef195,Beef 195,BRD,IN,Farm3,4/7/21,103.6,2.04E+11,6.783207827,6070267.461,1,6.042015056,1,1101577.498,5.674945879,1,473092.299,6.261839539,1,1827424.905,Beef195,Clean
Beef196,Beef 196,BRD,IN,Farm3,4/7/21,103.8,1.85E+11,7.354159783,22602672.01,1,5.976567732,1,947474.9409,5.807757061,1,642328.3058,6.215806101,1,1643637.726,Beef196,Clean
Beef197,Beef 197,Healthy,IN,Farm3,4/7/21,101.8,2.36E+11,3.384555425,2424.127312,1,3.927620272,1,8464.869595,5.341863866,1,219717.1041,7.017206416,1,10404145.46,Beef197,Clean
Beef198,Beef 198,Healthy,IN,Farm3,4/7/21,103.4,1.26E+11,6.435946369,2728640.799,1,3.1692742,1,1476.638544,3.325979852,1,2118.262863,5.164360518,1,146002.576,Beef198,Clean
Beef199,Beef 199,Healthy,IN,Farm3,4/7/21,103,12449358067,6.77779596,5995093.489,1,2.826074803,0,670,2.230448921,0,170,6.287994902,1,1940863.095,Beef199,Clean
Beef2,Beef 2,BRD,TX,Farm1,3/4/21,104,9430713.31,7.690320384,49014026.79,1,4.98692487,1,97034.2089,4.488077696,1,30766.4718,5.200211922,1,158566.6759,Beef2,Clean
Beef200,Beef 200,Healthy,IN,Farm3,4/7/21,103.3,870000508.3,4.556224605,35993.54354,1,2.826074803,0,670,2.230448921,0,170,6.838303734,1,6891340.904,Beef200,Clean
Beef201,Beef 201,BRD,IN,Farm3,4/7/21,102.4,2.56E+11,5.592597113,391378.6336,1,2.826074803,0,670,5.389296431,1,245073.5441,5.827660518,1,672450.8046,Beef201,Clean
Beef202,Beef 202,Healthy,IN,Farm3,4/7/21,103.3,1.65E+11,7.222471022,16690564.37,1,5.656272497,1,453181.8388,4.298347436,1,19876.84429,5.780580865,1,603366.0428,Beef202,Clean
Beef21,Beef 21,Healthy,TX,Farm1,3/11/21,103.1,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef21,Clean
Beef210,Beef 210,Healthy,IN,Farm3,5/19/21,102.5,2.72E+11,7.630164994,42674161.25,1,4.900405491,1,79507.02274,2.230448921,0,170,4.601497112,1,39948.19046,Beef210,Clean
Beef211,Beef 211,BRD,IN,Farm3,5/19/21,103.7,3138017508,6.310571452,2044426.268,1,2.826074803,0,670,5.189025601,1,154534.5533,5.702114776,1,503633.6927,Beef211,Clean
Beef212,Beef 212,BRD,IN,Farm3,5/19/21,105.3,84834743833,6.588380619,3875971.893,1,5.192687288,1,155842.9959,4.419563991,1,26276.28663,5.358956417,1,228536.9447,Beef212,Clean
Beef213,Beef 213,Healthy,IN,Farm3,5/19/21,102,10709022.7,5.852366723,711814.3238,1,4.222133228,1,16677.58751,2.230448921,0,170,5.781627079,1,604821.3026,Beef213,Clean
Beef214,Beef 214,BRD,IN,Farm3,5/19/21,104.3,2.09E+11,7.72667662,53293791.68,1,3.802923288,1,6352.187195,5.282836674,1,191794.732,6.577796321,1,3782651.415,Beef214,Clean
Beef215,Beef 215,BRD,IN,Farm3,5/19/21,103.1,230,6.363788143,2310937.199,1,6.436930156,1,2734828.873,5.897351906,1,789499.5845,6.316242694,1,2071298.515,Beef215,Clean
Beef216,Beef 216,BRD,IN,Farm3,5/19/21,103,3.74E+11,7.376709228,23807249.77,1,5.194174728,1,156377.6663,6.19459598,1,1565294.214,5.805690013,1,639278.3738,Beef216,Clean
Beef217,Beef 217,Healthy,IN,Farm3,5/19/21,102.8,3.08E+11,4.242336326,17471.74673,1,2.826074803,0,670,4.770564972,1,58961.01781,6.144663514,1,1395286.892,Beef217,Clean
Beef218,Beef 218,BRD,IN,Farm3,6/8/21,106.7,2.01E+11,6.669558622,4672600.19,1,4.994857878,1,98822.96465,2.230448921,0,170,4.82852566,1,67379.17056,Beef218,Clean
Beef219,Beef 219,Healthy,IN,Farm3,6/8/21,104.5,2.00E+11,6.223981582,1674871.846,1,5.809974545,1,645616.387,4.544996774,1,35074.92683,5.493918089,1,311830.1394,Beef219,Clean
Beef22,Beef 22,BRD,TX,Farm1,3/10/21,104.6,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef22,Clean
Beef220,Beef 220,Healthy,IN,Farm3,6/8/21,102.5,1985839434,5.140706228,138263.0803,1,2.826074803,0,670,2.230448921,0,170,5.796274082,1,625567.3624,Beef220,Clean
Beef221,Beef 221,Healthy,IN,Farm3,6/8/21,103.5,3.41E+11,7.030349748,10723825.73,1,3.665087258,1,4624.739319,2.230448921,0,170,6.516069665,1,3281479.271,Beef221,Clean
Beef222,Beef 222,BRD,IN,Farm3,6/8/21,103.8,2100504.78,5.611538647,408826.1309,1,3.768464281,1,5867.651079,2.230448921,0,170,3.743078106,1,5534.496362,Beef222,Clean
Beef224,Beef 224,Healthy,IN,Farm3,6/8/21,102.7,3.23E+11,6.642499288,4390351.458,1,3.359666415,1,2289.108693,5.781405636,1,604512.9874,5.946928972,1,884970.8622,Beef224,Clean
Beef225,Beef 225,Healthy,IN,Farm3,6/7/21,104.9,45429660.67,3.243846886,1753.262265,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef225,Clean
Beef226,Beef 226,Healthy,IN,Farm3,6/7/21,104.1,234991182.6,4.530067248,33889.66284,1,2.826074803,0,670,2.230448921,0,170,4.885021244,1,76739.90267,Beef226,Clean
Beef227,Beef 227,Healthy,IN,Farm3,6/7/21,104.4,2457064.8,5.644911826,441480.8051,1,2.826074803,0,670,3.94523834,1,8815.325241,5.307691906,1,203091.5743,Beef227,Clean
Beef228,Beef 228,BRD,IN,Farm3,6/7/21,105,2.67E+11,7.245922445,17616614.27,1,6.123824211,1,1329915.999,4.746321661,1,55759.85823,6.141524871,1,1385239.512,Beef228,Clean
Beef229,Beef 229,Healthy,IN,Farm3,6/7/21,103.8,819132.59,2.7757204,596.6510379,1,2.826074803,0,670,2.230448921,0,170,3.925119431,1,8416.265573,Beef229,Clean
Beef23,Beef 23,Healthy,TX,Farm1,3/8/21,102.9,230,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef23,Clean
Beef230,Beef 230,Healthy,IN,Farm3,6/7/21,104.3,5636526.12,5.938956593,868873.5829,1,3.588732047,1,3879.109572,4.749483832,1,56167.33677,5.72042353,1,525319.5098,Beef230,Clean
Beef231,Beef 231,BRD,IN,Farm3,6/7/21,105.2,395251494.5,6.744422781,5551658.978,1,5.93888594,1,868732.2418,4.85910576,1,72294.58349,6.459574082,1,2881204.482,Beef231,Clean
Beef232,Beef 232,BRD,IN,Farm3,6/7/21,103.3,1769993.38,3.833740376,6819.309095,1,2.826074803,0,670,2.230448921,0,170,4.803416512,1,63594.05414,Beef232,Clean
Beef233,Beef 233,Healthy,IN,Farm3,6/7/21,103.8,334249620.3,4.411006177,25763.57799,1,3.585509262,1,3850.430265,4.203482305,1,15976.52434,4.944655471,1,88035.02078,Beef233,Clean
Beef24,Beef 24,BRD,TX,Farm1,3/10/21,104.3,11756549.29,6.388856081,2448251.792,1,5.42324036,1,264996.6356,4.169752481,1,14782.65636,5.254477484,1,179670.7925,Beef24,Clean
Beef240,Beef 240,BRD,IN,Farm3,8/25/21,103.3,10452.89,3.584794499,3844.098429,1,2.826074803,0,670,2.230448921,0,170,4.269847112,1,18614.31728,Beef240,Clean
Beef241,Beef 241,Healthy,IN,Farm3,8/25/21,105.9,1.42E+11,3.48557694,3058.982129,1,2.826074803,0,670,6.003811663,1,1008815.306,5.259566039,1,181788.3462,Beef241,Clean
Beef242,Beef 242,Healthy,IN,Farm3,8/25/21,103.1,15312223131,4.984664066,96530.39121,1,4.896686893,1,78829.15896,3.41820984,1,2619.448352,3.315392702,1,2067.248579,Beef242,Clean
Beef243,Beef 243,Healthy,IN,Farm3,8/25/21,105.6,66591050805,4.639206564,43571.90656,1,2.826074803,0,670,4.769510915,1,58818.08964,4.687286702,1,48672.84158,Beef243,Clean
Beef244,Beef 244,Healthy,IN,Farm3,8/25/21,104.2,1.52E+11,5.562831845,365453.2638,1,5.537277363,1,344569.9211,3.857751609,1,7206.951661,6.075613356,1,1190181.942,Beef244,Clean
Beef245,Beef 245,BRD,IN,Farm3,8/25/21,105.3,1672063835,6.528850083,3379481.578,1,4.150736148,1,14149.33887,5.11207944,1,129443.2594,4.084667144,1,12152.54237,Beef245,Clean
Beef246,Beef 246,Healthy,IN,Farm3,9/30/21,103.3,3.26E+11,6.555909418,3596743.089,1,4.585812106,1,38531.16196,5.446215509,1,279392.9926,6.328797268,1,2132049.423,Beef246,Clean
Beef247,Beef 247,Healthy,IN,Farm3,9/30/21,104.2,1.12E+12,3.383653447,2419.097914,1,2.826074803,0,670,3.760778365,1,5764.721954,5.419636859,1,262806.9576,Beef247,Clean
Beef248,Beef 248,BRD,IN,Farm3,9/30/21,103.1,230,5.350867059,224319.5157,1,2.826074803,0,670,3.165124387,1,1462.596018,5.346401843,1,222024.9817,Beef248,Clean
Beef249,Beef 249,BRD,ID,Farm4,10/1/21,105.4,478612514.9,2.865016204,732.8518761,1,3.304237363,1,2014.825146,2.230448921,0,170,3.340861966,1,2192.108094,Beef249,Clean
Beef25,Beef 25,BRD,TX,Farm1,3/10/21,105.5,311700.24,6.855189904,7164566.275,1,5.039481054,1,109516.8777,2.230448921,0,170,5.196723156,1,157297.9839,Beef25,Clean
