Name,Status,State,Farm,animal,Date of colleciton,RectaTemp,16S copies,copy_log,copies,pre_abs,AveMean,Bacteria
Dairy 102,Healthy,NY,Lambs,calf,05/18-19/2021,101.8,124136878.3,3.150932261,1415.572969,1,342905.1778,H.somni
Dairy 103,Healthy,NY,Lambs,calf,05/18-19/2021,102.6,156688506.4,6.299305331,1992073.377,1,-1647752.626,H.somni
Dairy 104,Healthy,NY,Lambs,calf,05/18-19/2021,102.6,28129835.9,2.278753601,190,0,344130.7507,H.somni
Dairy 105,Healthy,NY,Lambs,calf,05/18-19/2021,102.4,1015583220,4.338434091,21798.87552,1,322521.8752,H.somni
Dairy 106,Healthy,NY,Lambs,calf,05/18-19/2021,,42476432.24,3.414302897,2595.989294,1,341724.7614,H.somni
Dairy 107,Healthy,NY,Lambs,calf,05/18-19/2021,102.5,7858701.34,2.278753601,190,0,344130.7507,H.somni
Dairy 108,Healthy,NY,Lambs,calf,05/18-19/2021,,186680437.5,3.585596778,3851.206257,1,340469.5445,H.somni
Dairy 109,Healthy,NY,Lambs,calf,05/18-19/2021,101.7,22531665.14,2.278753601,190,0,344130.7507,H.somni
Dairy 110,Healthy,NY,Lambs,calf,05/18-19/2021,102,3949852.89,2.278753601,190,0,344130.7507,H.somni
Dairy 111,Healthy,NY,Lambs,calf,05/18-19/2021,102,4955342.6,5.70014926,501359.5127,1,-157038.762,H.somni
Dairy 112,Healthy,NY,Lambs,calf,05/18-19/2021,102.2,346335140.1,3.996282677,9914.770762,1,334405.98,H.somni
Dairy 113,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,54157152.09,3.173865504,1492.332179,1,342828.4186,H.somni
Dairy 114,Healthy,NY,Lambs,calf,05/18-19/2021,,262191179.5,4.687546762,48701.99613,1,295618.7546,H.somni
Dairy 115,Healthy,NY,Lambs,calf,05/18-19/2021,,5656052.11,2.278753601,190,0,344130.7507,H.somni
Dairy 116,Healthy,NY,Lambs,calf,05/18-19/2021,,28985174.14,5.312830382,205508.7805,1,138811.9702,H.somni
Dairy 117,Healthy,NY,Lambs,calf,05/18-19/2021,102.1,261134677.9,3.379836882,2397.932104,1,341922.8186,H.somni
Dairy 118,Healthy,NY,Lambs,calf,05/18-19/2021,102.8,5422915.4,6.656128689,4530318.012,1,-4185997.261,H.somni
Dairy 119,Healthy,NY,Lambs,calf,05/18-19/2021,101.4,173588606.7,2.278753601,190,0,344130.7507,H.somni
Dairy 120,Healthy,NY,Lambs,calf,05/18-19/2021,,665649732.2,6.476851648,2998138.202,1,-2653817.451,H.somni
Dairy 121,Healthy,NY,Lambs,calf,05/18-19/2021,102.5,7250335.81,3.689164791,4888.378118,1,339432.3726,H.somni
Dairy 122,Healthy,NY,Lambs,calf,05/18-19/2021,101.9,19733510.09,3.263808094,1835.726995,1,342485.0237,H.somni
Dairy 123,Healthy,NY,Lambs,calf,05/18-19/2021,,5582051.03,3.260166627,1820.399164,1,342500.3516,H.somni
Dairy 124,Healthy,NY,Lambs,calf,05/18-19/2021,,5264293.41,3.653720426,4505.265877,1,339815.4849,H.somni
Dairy 125,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,186135772.7,3.08700594,1221.816371,1,343098.9344,H.somni
Dairy 126,Healthy,NY,Lambs,calf,05/18-19/2021,,1775892.21,2.278753601,190,0,344130.7507,H.somni
Dairy 127,Healthy,NY,Lambs,calf,05/18-19/2021,104,34825224.04,3.672230249,4701.432969,1,339619.3178,H.somni
Dairy 128,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,395922147.5,3.291792881,1957.910706,1,342362.84,H.somni
Dairy 129,Healthy,NY,Lambs,calf,05/18-19/2021,,1257823960,4.314586148,20634.12934,1,323686.6214,H.somni
Dairy 130,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,541761222.3,3.185358723,1532.352647,1,342788.3981,H.somni
Dairy 131,Healthy,NY,Lambs,calf,05/18-19/2021,,69559416.79,2.278753601,190,0,344130.7507,H.somni
Dairy 132,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,127210145.1,5.733071731,540843.6446,1,-196522.8939,H.somni
Dairy 133,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,52365639.64,5.409654347,256835.0828,1,87485.66794,H.somni
Dairy 134,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,199813097.8,6.968528365,9300972.604,1,-8956651.853,H.somni
Dairy 135,Healthy,NY,Lambs,calf,05/18-19/2021,102.4,13054970.01,4.533194893,34134.60587,1,310186.1449,H.somni
Dairy 136,BRD,NY,Lambs,calf,05/18-19/2021,102.5,9127515.38,2.278753601,190,0,572111.141,H.somni
Dairy 137,BRD,NY,Lambs,calf,05/18-19/2021,102.7,63912357.39,3.298964275,1990.509594,1,570310.6314,H.somni
Dairy 138,BRD,NY,Lambs,calf,05/18-19/2021,102.3,6479376.9,2.278753601,190,0,572111.141,H.somni
Dairy 139,BRD,NY,Lambs,calf,05/18-19/2021,102.6,81934663.94,6.431550837,2701163.276,1,-2128862.135,H.somni
Dairy 140,BRD,NY,Lambs,calf,05/18-19/2021,103.1,238020715.5,3.154674516,1427.82347,1,570873.3175,H.somni
Dairy 141,BRD,NY,Lambs,calf,05/18-19/2021,102.3,7043919.49,3.315271853,2066.673416,1,570234.4676,H.somni
Dairy 142,BRD,NY,Lambs,calf,05/18-19/2021,103.1,1270718.12,4.813442661,65079.26824,1,507221.8727,H.somni
Dairy 143,BRD,NY,Lambs,calf,05/18-19/2021,103,557091.57,3.3124848,2053.453155,1,570247.6878,H.somni
Dairy 144,BRD,NY,Lambs,calf,05/18-19/2021,102,6996392.11,3.177663266,1505.439359,1,570795.7016,H.somni
Dairy 145,BRD,NY,Lambs,calf,05/18-19/2021,102.2,1955771.77,2.278753601,190,0,572111.141,H.somni
Dairy 146,BRD,NY,Lambs,calf,05/18-19/2021,102.2,7081728.29,3.130451719,1350.366697,1,570950.7743,H.somni
Dairy 147,BRD,NY,Lambs,calf,05/18-19/2021,102.5,2844292.44,3.375186166,2372.390446,1,569928.7505,H.somni
Dairy 148,BRD,NY,Lambs,calf,05/18-19/2021,103.5,15050549.22,3.365137262,2318.127195,1,569983.0138,H.somni
Dairy 149,BRD,NY,Lambs,calf,05/18-19/2021,103,733662.87,2.278753601,190,0,572111.141,H.somni
Dairy 150,BRD,NY,Lambs,calf,05/18-19/2021,103,5541135.03,4.159136617,14425.69072,1,557875.4502,H.somni
Dairy 151,BRD,NY,Lambs,calf,05/18-19/2021,101.7,4932975.01,2.278753601,190,0,572111.141,H.somni
Dairy 152,BRD,NY,Lambs,calf,05/18-19/2021,103,516163.27,2.278753601,190,0,572111.141,H.somni
Dairy 153,BRD,NY,Lambs,calf,05/18-19/2021,105.8,3385967.56,7.059351721,11464410.31,1,-10892109.17,H.somni
Dairy 154,BRD,NY,Lambs,calf,05/18-19/2021,105.3,577272.94,5.781082018,604062.6976,1,-31761.55663,H.somni
Dairy 155,BRD,NY,Lambs,calf,05/18-19/2021,102,3430688.56,2.278753601,190,0,572111.141,H.somni
Dairy 156,BRD,NY,Lambs,calf,05/18-19/2021,102.4,5918502.89,6.110703486,1290337.995,1,-718036.854,H.somni
Dairy 157,BRD,NY,Lambs,calf,05/18-19/2021,106,3076950.96,5.649164455,445825.0381,1,126476.1029,H.somni
Dairy 158,BRD,NY,Lambs,calf,05/18-19/2021,106.3,2621632.59,5.975038121,944143.7475,1,-371842.6065,H.somni
Dairy 159,BRD,NY,Lambs,calf,05/18-19/2021,101.2,35033004.56,2.278753601,190,0,572111.141,H.somni
Dairy 160,BRD,NY,Lambs,calf,05/18-19/2021,102.1,418672.67,2.278753601,190,0,572111.141,H.somni
Dairy 161,BRD,NY,Lambs,calf,05/18-19/2021,102.4,11310248.62,2.278753601,190,0,572111.141,H.somni
Dairy 162,BRD,NY,Lambs,calf,05/18-19/2021,102.8,1087169.19,3.133498253,1359.872693,1,570941.2683,H.somni
Dairy 163,BRD,NY,Lambs,calf,05/18-19/2021,102.6,4845816.02,3.315019901,2065.4748,1,570235.6662,H.somni
Dairy 164,BRD,NY,Lambs,calf,05/18-19/2021,104.9,2234875.77,6.315473079,2067631.211,1,-1495330.07,H.somni
Dairy 165,BRD,NY,Lambs,calf,05/18-19/2021,101.6,1734504.78,2.278753601,190,0,572111.141,H.somni
Dairy 166,BRD,NY,Lambs,calf,05/18-19/2021,102,1119813.95,4.085204266,12167.58157,1,560133.5594,H.somni
Dairy 167,BRD,NY,Lambs,calf,05/18-19/2021,,10528011.84,4.169845905,14785.83669,1,557515.3043,H.somni
Dairy 168,BRD,NY,Lambs,calf,05/18-19/2021,101.2,1173828.1,3.217774764,1651.105271,1,570650.0357,H.somni
Dairy 169,BRD,NY,Lambs,calf,05/18-19/2021,102,2551793.84,3.579060896,3793.681753,1,568507.4592,H.somni
Dairy 170,BRD,NY,Lambs,calf,05/18-19/2021,104,250409.8,4.388816202,24480.2699,1,547820.8711,H.somni
Dairy 171,Healthy,NY,Southview,Cow,5/20/21,101.6,2948999.14,3.148589464,1407.957237,1,342912.7935,H.somni
Dairy 174,Healthy,NY,Southview,Cow,5/20/21,101.7,3562518.39,2.278753601,190,0,344130.7507,H.somni
Dairy 177,Healthy,NY,Southview,Cow,5/20/21,,90111.05,4.042628856,11031.35488,1,333289.3959,H.somni
Dairy 178,Healthy,NY,Southview,Cow,5/20/21,,84183.63,3.161548815,1450.603814,1,342870.1469,H.somni
Dairy 179,Healthy,NY,Southview,Cow,5/20/21,,110761.37,3.479426859,3015.968903,1,341304.7818,H.somni
Dairy 180,Healthy,NY,Southview,Cow,5/20/21,102.5,120842.39,4.03789286,10911.71113,1,333409.0396,H.somni
Dairy 181,Healthy,NY,Southview,Cow,5/20/21,,375920.32,4.051749576,11265.47677,1,333055.274,H.somni
Dairy 182,Healthy,NY,Southview,Cow,5/20/21,,3918636.4,3.720582727,5255.121081,1,339065.6297,H.somni
Dairy 183,Healthy,NY,Southview,Cow,5/20/21,,1426294.77,4.0552517,11356.68814,1,332964.0626,H.somni
Dairy 184,Healthy,NY,Southview,Cow,5/20/21,101.5,969945.73,3.983255826,9621.78894,1,334698.9618,H.somni
Dairy 186,Healthy,NY,Southview,Cow,5/20/21,101.5,374312.08,3.873073778,7465.755764,1,336854.995,H.somni
Dairy 189,BRD,NY,Southview,Cow,5/20/21,101.2,230,2.278753601,190,0,572111.141,H.somni
Dairy 190,BRD,NY,Southview,Cow,5/20/21,103,230,3.94708125,8852.812164,1,563448.3288,H.somni
Dairy 191,BRD,NY,Southview,Cow,5/20/21,102.5,230,3.47263243,2969.151992,1,569331.989,H.somni
Dairy 192,BRD,NY,Southview,Cow,5/20/21,102.4,230,3.123881699,1330.092055,1,570971.0489,H.somni
Dairy 193,BRD,NY,Southview,Cow,5/20/21,101.4,230,2.278753601,190,0,572111.141,H.somni
Dairy 194,BRD,NY,Southview,Cow,5/20/21,102,230,3.841252509,6938.290972,1,565362.85,H.somni
Dairy 195,BRD,NY,Southview,Cow,5/20/21,100.1,230,3.753917339,5674.365921,1,566626.775,H.somni
Dairy 196,BRD,NY,Southview,Cow,5/20/21,103.9,230,3.869896394,7411.334145,1,564889.8068,H.somni
Dairy 200,BRD,NY,Southview,Cow,5/20/21,101.8,230,4.401341742,25196.5884,1,547104.5526,H.somni
Dairy 172,Healthy,NY,Southview,calf,5/20/21,101.2,6671578.79,3.403184043,2530.370074,1,341790.3807,H.somni
Dairy 173,Healthy,NY,Southview,calf,5/20/21,102.7,6941171.64,2.278753601,190,0,344130.7507,H.somni
Dairy 185,Healthy,NY,Southview,calf,5/20/21,102,38689983.61,4.29688043,19809.81549,1,324510.9352,H.somni
Dairy 187,Healthy,NY,Southview,calf,5/20/21,102,230,4.057980484,11428.26979,1,332892.4809,H.somni
Dairy 188,BRD,NY,Southview,calf,5/20/21,103.2,230,4.021714671,10512.70968,1,561788.4313,H.somni
Dairy 197,BRD,NY,Southview,calf,5/20/21,102,230,3.493789572,3117.37876,1,569183.7622,H.somni
Dairy 198,BRD,NY,Southview,calf,5/20/21,102.3,230,3.807114804,6413.790998,1,565887.35,H.somni
Dairy 199,BRD,NY,Southview,calf,5/20/21,102.5,230,4.027003348,10641.51223,1,561659.6287,H.somni
Dairy 201,BRD,NY,Southview,calf,5/20/21,102.9,230,2.278753601,190,0,572111.141,H.somni
Dairy 202,BRD,NY,Southview,calf,5/20/21,102.6,230,3.95856579,9090.039903,1,563211.1011,H.somni
Dairy 203,BRD,NY,Southview,calf,5/20/21,102.8,230,4.22762391,16889.7768,1,555411.3642,H.somni
Dairy 1,BRD,IN,Warren,calf,2/20/21,101.7,9637749.33,3.188516492,1543.535036,1,570757.6059,H.somni
Dairy 10,Healthy,IN,Warren,calf,2/20/21,,21601177.42,3.995898559,9906.005369,1,334414.7454,H.somni
Dairy 100,Healthy,IN,Warren,calf,2/27/21,,39763553.68,6.663810404,4611162.255,1,-4266841.504,H.somni
Dairy 11,BRD,IN,Warren,Cow,2/20/21,103.5,4781208.02,2.278753601,190,0,572111.141,H.somni
Dairy 12,BRD,IN,Warren,calf,2/20/21,102.6,4663037.71,6.108637538,1284214.407,1,-711913.266,H.somni
Dairy 13,Healthy,IN,Warren,Cow,2/20/21,,5385838.33,3.165376169,1463.444202,1,342857.3065,H.somni
Dairy 14,BRD,IN,Warren,Cow,2/20/21,101.8,65588633.1,6.392209069,2467226.77,1,-1894925.629,H.somni
Dairy 15,Healthy,IN,Warren,calf,2/20/21,,1950840.85,3.116081149,1306.414971,1,343014.3358,H.somni
Dairy 16,BRD,IN,Warren,calf,2/20/21,102.4,6002897.77,3.077391334,1195.064469,1,571106.0765,H.somni
Dairy 17,BRD,IN,Warren,calf,2/20/21,101.2,583779,3.389794857,2453.549685,1,569847.5913,H.somni
Dairy 18,BRD,IN,Warren,calf,2/20/21,102.7,2016141.93,6.203189191,1596574.509,1,-1024273.368,H.somni
Dairy 19,BRD,IN,Warren,calf,2/20/21,102.3,91171514.23,5.562577381,365239.1988,1,207061.9422,H.somni
Dairy 20,BRD,IN,Warren,calf,2/20/21,101.5,6665117.43,3.046934284,1114.125934,1,571187.015,H.somni
Dairy 21,BRD,IN,Warren,calf,2/20/21,104.1,7722681.38,3.232590651,1708.404282,1,570592.7367,H.somni
Dairy 22,BRD,IN,Warren,calf,2/20/21,102.7,3111145.41,3.812527582,6494.228749,1,565806.9122,H.somni
Dairy 23,BRD,IN,Warren,calf,2/20/21,103,3162868.28,3.162491672,1453.756507,1,570847.3845,H.somni
Dairy 24,BRD,IN,Warren,calf,2/20/21,102.3,15246955.86,3.189284017,1546.265325,1,570754.8756,H.somni
Dairy 25,BRD,IN,Warren,calf,2/20/21,102.4,45950512.51,3.952700107,8968.093087,1,563333.0479,H.somni
Dairy 26,BRD,IN,Warren,calf,2/20/21,102.5,8049038.54,2.849290356,706.7899351,1,571594.351,H.somni
Dairy 27,BRD,IN,Warren,calf,2/20/21,103.2,769872.51,2.974073108,942.0481648,1,571359.0928,H.somni
Dairy 28,BRD,IN,Warren,calf,2/20/21,102,20339595.5,3.889355221,7750.955093,1,564550.1859,H.somni
Dairy 29,BRD,IN,Warren,calf,2/20/21,102,866128.12,3.164723358,1461.246078,1,570839.8949,H.somni
Dairy 3,BRD,IN,Warren,Cow,2/20/21,100.5,3562948.51,3.086154342,1219.422888,1,571081.7181,H.somni
Dairy 30,BRD,IN,Warren,calf,2/20/21,103.5,257076.86,2.278753601,190,0,572111.141,H.somni
Dairy 31,BRD,IN,Warren,calf,2/20/21,103.3,10805534.84,2.733015545,540.7736784,1,571760.3673,H.somni
Dairy 33,BRD,IN,Warren,calf,2/20/21,102.1,2591318.05,3.040674417,1098.182243,1,571202.9587,H.somni
Dairy 34,BRD,IN,Warren,calf,2/20/21,101.4,904541.65,2.278753601,190,0,572111.141,H.somni
Dairy 35,Healthy,IN,Warren,calf,2/20/21,102.3,3371955.16,2.278753601,190,0,344130.7507,H.somni
Dairy 36,BRD,IN,Warren,calf,2/20/21,103.3,974609.96,2.278753601,190,0,572111.141,H.somni
Dairy 37,BRD,IN,Warren,calf,2/20/21,101.4,754326.45,2.278753601,190,0,572111.141,H.somni
Dairy 38,Healthy,IN,Warren,calf,2/20/21,102.1,2823942.96,2.278753601,190,0,344130.7507,H.somni
Dairy 39,BRD,IN,Warren,calf,2/20/21,101.9,831915.74,3.156735319,1434.61484,1,570866.5261,H.somni
Dairy 4,Healthy,IN,Warren,calf,2/20/21,,1136282.3,3.216588981,1646.6033,1,342674.1474,H.somni
Dairy 40,Healthy,IN,Warren,calf,2/20/21,101.3,1791481.59,3.60023748,3983.249219,1,340337.5015,H.somni
Dairy 41,Healthy,IN,Warren,calf,2/20/21,101.9,5078113.97,3.202651843,1594.600304,1,342726.1504,H.somni
Dairy 42,Healthy,IN,Warren,calf,2/27/21,101.8,49919863.86,2.278753601,190,0,344130.7507,H.somni
Dairy 43,Healthy,IN,Warren,calf,2/27/21,,467527.57,3.055565528,1136.489763,1,343184.261,H.somni
Dairy 44,Healthy,IN,Warren,calf,2/27/21,,1462246.52,3.346846488,2222.524145,1,342098.2266,H.somni
Dairy 45,Healthy,IN,Warren,calf,2/27/21,,188309.8,3.193564175,1561.579771,1,342759.171,H.somni
Dairy 46,Healthy,IN,Warren,calf,2/27/21,,6729168.34,2.278753601,190,0,344130.7507,H.somni
Dairy 47,BRD,IN,Warren,calf,2/27/21,104.5,150662.88,2.278753601,190,0,572111.141,H.somni
Dairy 48,Healthy,IN,Warren,calf,2/27/21,,36565621.94,3.114445867,1301.505078,1,343019.2457,H.somni
Dairy 49,BRD,IN,Warren,calf,2/27/21,103.4,29245119.82,6.362820314,2305792.986,1,-1733491.845,H.somni
Dairy 5,Healthy,IN,Warren,calf,2/20/21,101.6,4496847.68,3.063806316,1158.260687,1,343162.4901,H.somni
Dairy 50,BRD,IN,Warren,calf,2/27/21,102.1,227869.84,2.278753601,190,0,572111.141,H.somni
Dairy 51,BRD,IN,Warren,calf,2/27/21,103.4,9385552.66,3.109975167,1288.175891,1,571012.9651,H.somni
Dairy 52,Healthy,IN,Warren,calf,2/27/21,103.2,1673549.83,3.646128238,4427.190784,1,339893.56,H.somni
Dairy 53,BRD,IN,Warren,calf,2/27/21,102.7,526638.98,3.528244769,3374.774579,1,568926.3664,H.somni
Dairy 54,Healthy,IN,Warren,calf,2/27/21,102.6,14130571.81,3.385219635,2427.837613,1,341892.9131,H.somni
Dairy 55,Healthy,IN,Warren,calf,2/27/21,102.8,20726746.82,3.399159983,2507.032612,1,341813.7181,H.somni
Dairy 56,Healthy,IN,Warren,calf,2/27/21,102.7,15152907.89,5.517317536,329092.1597,1,15228.59104,H.somni
Dairy 57,BRD,IN,Warren,calf,2/27/21,102.6,227171.03,2.278753601,190,0,572111.141,H.somni
Dairy 58,BRD,IN,Warren,calf,2/27/21,102.3,92910.88,2.278753601,190,0,572111.141,H.somni
Dairy 59,Healthy,IN,Warren,calf,2/27/21,102.4,9687382.65,2.278753601,190,0,344130.7507,H.somni
Dairy 6,BRD,IN,Warren,calf,2/20/21,103.2,8673.95,4.383730752,24195.28555,1,548105.8554,H.somni
Dairy 60,BRD,IN,Warren,calf,2/27/21,102.3,21106.16,3.037891041,1091.166541,1,571209.9744,H.somni
Dairy 61,Healthy,IN,Warren,calf,2/27/21,102.6,1822763.13,3.521892143,3325.769473,1,340994.9813,H.somni
Dairy 62,BRD,IN,Warren,calf,2/27/21,102.5,89799746.32,2.278753601,190,0,572111.141,H.somni
Dairy 63,Healthy,IN,Warren,calf,2/27/21,103.5,2751702.39,2.278753601,190,0,344130.7507,H.somni
Dairy 64,BRD,IN,Warren,calf,2/27/21,103.2,542572842.1,3.15828468,1439.74202,1,570861.3989,H.somni
Dairy 65,BRD,IN,Warren,calf,2/27/21,102.1,142912.77,2.278753601,190,0,572111.141,H.somni
Dairy 66,Healthy,IN,Warren,calf,2/27/21,102.2,7180278.65,3.764537395,5814.834986,1,338505.9158,H.somni
Dairy 67,Healthy,IN,Warren,calf,2/27/21,102.5,6725540.39,2.278753601,190,0,344130.7507,H.somni
Dairy 68,BRD,IN,Warren,calf,2/27/21,102.3,86726609,2.278753601,190,0,572111.141,H.somni
Dairy 69,Healthy,IN,Warren,calf,2/27/21,102.3,4518680.78,3.068749277,1171.51884,1,343149.2319,H.somni
Dairy 7,Healthy,IN,Warren,calf,2/20/21,,1234768.98,2.862855463,729.2147801,1,343591.536,H.somni
Dairy 70,Healthy,IN,Warren,calf,2/27/21,102.8,419528.83,3.040523593,1097.800926,1,343222.9498,H.somni
Dairy 71,Healthy,IN,Warren,calf,2/27/21,102.3,2081090.9,3.219984344,1659.527083,1,342661.2237,H.somni
Dairy 72,BRD,IN,Warren,calf,2/27/21,103.7,268921.55,3.187135567,1538.634856,1,570762.5061,H.somni
Dairy 73,Healthy,IN,Warren,calf,2/27/21,101.9,29031589.01,2.278753601,190,0,344130.7507,H.somni
Dairy 74,Healthy,IN,Warren,calf,2/27/21,102.8,175385812.7,3.755696617,5697.661146,1,338623.0896,H.somni
Dairy 75,Healthy,IN,Warren,calf,2/27/21,102,1886584.11,3.119110938,1315.560842,1,343005.1899,H.somni
Dairy 77,Healthy,IN,Warren,calf,2/27/21,101.9,13684335.48,3.475990444,2992.198796,1,341328.5519,H.somni
Dairy 78,BRD,IN,Warren,calf,2/27/21,101.9,69054.48,2.278753601,190,0,572111.141,H.somni
Dairy 79,BRD,IN,Warren,calf,2/27/21,102.6,6757657.35,2.278753601,190,0,572111.141,H.somni
Dairy 8,BRD,IN,Warren,calf,2/20/21,104.3,13189465.93,6.164111168,1459187.728,1,-886886.587,H.somni
Dairy 80,BRD,IN,Warren,calf,2/27/21,102.1,37600174.54,3.88166691,7614.947434,1,564686.1935,H.somni
Dairy 81,Healthy,IN,Warren,calf,2/27/21,101,30253012.09,2.278753601,190,0,344130.7507,H.somni
Dairy 82,Healthy,IN,Warren,calf,2/27/21,101.4,4099429.5,2.278753601,190,0,344130.7507,H.somni
Dairy 83,Healthy,IN,Warren,calf,2/27/21,,524047.26,3.217228283,1649.028961,1,342671.7218,H.somni
Dairy 84,Healthy,IN,Warren,calf,2/27/21,100.9,2179922.83,2.278753601,190,0,344130.7507,H.somni
Dairy 85,Healthy,IN,Warren,calf,2/27/21,,178999773.1,3.261031676,1824.028735,1,342496.722,H.somni
Dairy 86,Healthy,IN,Warren,calf,2/27/21,101.6,7213799.29,3.177728212,1505.664506,1,342815.0862,H.somni
Dairy 87,BRD,IN,Warren,calf,2/27/21,101,148673.26,3.237256578,1726.857806,1,570574.2832,H.somni
Dairy 88,Healthy,IN,Warren,calf,2/27/21,,1253180.83,2.278753601,190,0,344130.7507,H.somni
Dairy 89,BRD,IN,Warren,calf,2/27/21,103,494869.24,2.278753601,190,0,572111.141,H.somni
Dairy 9,Healthy,IN,Warren,calf,2/20/21,,3346925.22,2.904271573,802.1795253,1,343518.5712,H.somni
Dairy 90,BRD,IN,Warren,calf,2/27/21,102.3,7684929.3,3.97597861,9461.905585,1,562839.2354,H.somni
Dairy 91,BRD,IN,Warren,calf,2/27/21,102.2,109573.09,2.278753601,190,0,572111.141,H.somni
Dairy 92,Healthy,IN,Warren,calf,2/27/21,,1147372.46,3.256816361,1806.410135,1,342514.3406,H.somni
Dairy 93,Healthy,IN,Warren,calf,2/27/21,,442461.32,3.78718851,6126.162467,1,338194.5883,H.somni
Dairy 94,Healthy,IN,Warren,calf,2/27/21,,388830.26,3.216071398,1644.64208,1,342676.1087,H.somni
Dairy 95,Healthy,IN,Warren,calf,2/27/21,,525847.11,2.873095202,746.6124055,1,343574.1383,H.somni
Dairy 96,Healthy,IN,Warren,calf,2/27/21,,283638.92,3.086581494,1220.622844,1,343100.1279,H.somni
Dairy 97,Healthy,IN,Warren,calf,2/27/21,,2739415.82,3.3580452,2280.579418,1,342040.1713,H.somni
Dairy 98,BRD,IN,Warren,calf,2/27/21,103.6,71724.59,3.140382079,1381.59922,1,570919.5417,H.somni
Dairy 99,BRD,IN,Warren,calf,2/27/21,102.8,38652.06,2.962330978,916.9190134,1,571384.222,H.somni
Dairy 204,BRD,TX,Full Circle,calf,1/1/22,101.6,230,2.826074803,670,0,121939.1865,M.bovis
Dairy 205,BRD,TX,Full Circle,calf,1/1/22,100.5,4034413.22,2.826074803,670,0,121939.1865,M.bovis
Dairy 206,BRD,TX,Full Circle,calf,1/1/22,102.9,8038339.76,2.826074803,670,0,121939.1865,M.bovis
Dairy 207,Healthy,TX,Full Circle,calf,1/1/22,101.9,3616426.91,2.826074803,670,0,31930.39971,M.bovis
Dairy 208,Healthy,TX,Full Circle,calf,1/1/22,102.7,3553039.03,2.826074803,670,0,31930.39971,M.bovis
Dairy 209,Healthy,TX,Full Circle,calf,1/1/22,101.5,2087082.96,2.826074803,670,0,31930.39971,M.bovis
Dairy 210,BRD,TX,Full Circle,calf,1/1/22,102.1,2158001.1,2.826074803,670,0,121939.1865,M.bovis
Dairy 211,Healthy,TX,Full Circle,calf,1/1/22,102.1,1105469.58,2.826074803,670,0,31930.39971,M.bovis
Dairy 212,BRD,TX,Full Circle,calf,1/1/22,101.2,2745725.96,2.826074803,670,0,121939.1865,M.bovis
Dairy 213,Healthy,TX,Full Circle,calf,1/1/22,101.4,3370577.32,2.826074803,670,0,31930.39971,M.bovis
Dairy 214,BRD,TX,Full Circle,calf,1/1/22,102.6,1379088.03,2.826074803,670,0,121939.1865,M.bovis
Dairy 215,BRD,TX,Full Circle,calf,1/1/22,102.3,1056520.57,2.826074803,670,0,121939.1865,M.bovis
Dairy 216,Healthy,TX,Full Circle,calf,1/1/22,101.9,16253025.48,2.826074803,670,0,31930.39971,M.bovis
Dairy 217,Healthy,TX,Full Circle,calf,1/1/22,101.7,1129128.62,2.826074803,670,0,31930.39971,M.bovis
Dairy 218,BRD,TX,Full Circle,calf,1/1/22,102.3,11995429.4,2.826074803,670,0,121939.1865,M.bovis
Dairy 219,BRD,TX,Full Circle,calf,1/1/22,102.8,10206918.28,2.826074803,670,0,121939.1865,M.bovis
Dairy 220,Healthy,TX,Full Circle,calf,1/1/22,100.6,3698219.72,2.826074803,670,0,31930.39971,M.bovis
Dairy 221,Healthy,TX,Full Circle,calf,1/1/22,101.9,1750806.51,2.826074803,670,0,31930.39971,M.bovis
Dairy 222,BRD,TX,Full Circle,calf,1/1/22,105.1,17982833.49,2.826074803,670,0,121939.1865,M.bovis
Dairy 223,Healthy,TX,Full Circle,calf,1/1/22,101.7,4220078.83,2.826074803,670,0,31930.39971,M.bovis
Dairy 224,BRD,TX,Full Circle,calf,1/1/22,101.7,6431811.53,2.826074803,670,0,121939.1865,M.bovis
Dairy 225,BRD,TX,Full Circle,calf,1/1/22,97.8,23011875.03,2.826074803,670,0,121939.1865,M.bovis
Dairy 226,Healthy,TX,Full Circle,calf,1/1/22,101.2,1675346.35,2.826074803,670,0,31930.39971,M.bovis
Dairy 227,Healthy,TX,Full Circle,calf,1/1/22,102.1,48143464.26,2.826074803,670,0,31930.39971,M.bovis
Dairy 228,BRD,TX,Full Circle,calf,1/1/22,101.4,4256127.29,2.826074803,670,0,121939.1865,M.bovis
Dairy 229,Healthy,TX,Full Circle,calf,1/1/22,100.8,96764085036,2.826074803,670,0,31930.39971,M.bovis
Dairy 230,BRD,TX,Full Circle,calf,1/1/22,100.9,83956390.23,3.517518679,3292.446139,1,119316.7403,M.bovis
Dairy 231,Healthy,TX,Full Circle,calf,1/1/22,102,60454198.56,2.826074803,670,0,31930.39971,M.bovis
Dairy 232,BRD,TX,Full Circle,calf,1/1/22,101,10538933.06,3.570611495,3720.587259,1,118888.5992,M.bovis
Dairy 233,Healthy,TX,Full Circle,calf,1/1/22,102,29599554.86,2.826074803,670,0,31930.39971,M.bovis
