Name,Status,State,Farm,animal,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBcopies,MBpre_abs,MHcopy_log,MHcopies,MHpre_abs,PMcopy_log,PMcopies,PMpre_abs,ID,HSRel,PMRel,MBRel,MHRel,BactABund,HSRelBact,PMRelBact,MBRelBact,MHRelBact,X16S_log
Dairy 156,BRD,NY,Farm3,calf,05/18-19/2021,102.4,5918502.89,6.110703486,1290337.995,1,2.826074803,670,0,4.672396992,47032.38384,1,5.866432488,735245.6913,1,Dairy156,0.218017634,0.124228323,0.000113204,0.007946669,2073286.07,0.622363703,0.354628192,0.000323158,0.022684947,6.772211937
Dairy 157,BRD,NY,Farm3,calf,05/18-19/2021,106,3076950.96,5.649164455,445825.0381,1,2.826074803,670,0,4.748954491,48881.62019,1,2.278753601,190,0,Dairy157,0.144891824,6.17E-05,0.000217748,0.015886383,495566.6583,0.899626782,0.000383399,0.001351988,0.098637831,6.488120716
Dairy 158,BRD,NY,Farm3,calf,05/18-19/2021,106.3,2621632.59,5.975038121,944143.7475,1,2.826074803,670,0,2.230448921,170,0,3.491426709,3100.464114,1,Dairy158,0.360135799,0.001182646,0.000255566,6.48E-05,948084.2116,0.995843761,0.003270241,0.000706688,0.000179309,6.418571993
Dairy 159,BRD,NY,Farm3,calf,05/18-19/2021,101.2,35033004.56,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy159,5.42E-06,5.42E-06,1.91E-05,4.85E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.544477398
Dairy 160,BRD,NY,Farm3,calf,05/18-19/2021,102.1,418672.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy160,0.000453815,0.000453815,0.001600296,0.000406045,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.621875649
Dairy 161,BRD,NY,Farm3,calf,05/18-19/2021,102.4,11310248.62,2.278753601,190,0,3.773228076,5932.367898,1,4.715752838,51970.01455,1,3.613730783,4108.949309,1,Dairy161,1.68E-05,0.000363294,0.000524513,0.004594949,62201.33176,0.003054597,0.066058864,0.095373648,0.835512891,7.05347219
Dairy 162,BRD,NY,Farm3,calf,05/18-19/2021,102.8,1087169.19,3.133498253,1359.872693,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy162,0.001250838,0.000174766,0.000616279,0.000156369,2389.872693,0.5690147,0.079502143,0.280349661,0.071133496,6.036297536
Dairy 163,BRD,NY,Farm3,calf,05/18-19/2021,102.6,4845816.02,3.315019901,2065.4748,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy163,0.000426239,3.92E-05,0.000138264,3.51E-05,3095.4748,0.667256215,0.061379921,0.216444986,0.054918877,6.685367011
Dairy 164,BRD,NY,Farm3,calf,05/18-19/2021,104.9,2234875.77,6.315473079,2067631.211,1,2.826074803,670,0,4.138757434,13764.40474,1,5.876320231,752177.314,1,Dairy164,0.92516606,0.336563367,0.000299793,0.006158913,2834242.93,0.729517992,0.265389147,0.000236395,0.004856466,6.349253581
Dairy 165,BRD,NY,Farm3,calf,05/18-19/2021,101.6,1734504.78,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy165,0.000109541,0.000109541,0.000386277,9.80E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.239175751
Dairy 166,BRD,NY,Farm3,calf,05/18-19/2021,102,1119813.95,4.085204266,12167.58157,1,2.826074803,670,0,3.226585691,1684.944854,1,4.233995324,17139.38854,1,Dairy166,0.010865717,0.015305568,0.000598314,0.001504665,31661.91496,0.384297083,0.541325076,0.02116107,0.05321677,6.049146261
Dairy 167,BRD,NY,Farm3,calf,05/18-19/2021,NA,10528011.84,4.169845905,14785.83669,1,2.826074803,670,0,3.952133349,8956.397262,1,5.571359123,372699.7689,1,Dairy167,0.001404428,0.035400774,6.36E-05,0.000850721,397112.0029,0.037233417,0.93852557,0.001687181,0.022553832,7.022346406
Dairy 168,BRD,NY,Farm3,calf,05/18-19/2021,101.2,1173828.1,3.217774764,1651.105271,1,5.673198088,471192.1948,1,2.230448921,170,0,6.32541825,2115525.431,1,Dairy168,0.001406599,1.802244665,0.40141499,0.000144825,2588538.731,0.000637852,0.817266284,0.182030189,6.57E-05,6.069604872
Dairy 169,BRD,NY,Farm3,calf,05/18-19/2021,102,2551793.84,3.579060896,3793.681753,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy169,0.001486673,7.45E-05,0.00026256,6.66E-05,4823.681753,0.786470159,0.039389,0.138898052,0.035242789,6.406845755
Dairy 170,BRD,NY,Farm3,calf,05/18-19/2021,104,250409.8,4.388816202,24480.2699,1,2.826074803,670,0,2.230448921,170,0,3.312997024,2055.87651,1,Dairy170,0.09776083,0.008210048,0.002675614,0.000678887,27376.14641,0.894218987,0.075097367,0.024473861,0.006209786,5.398653056
Dairy 171,Healthy,NY,Farm4,Cow,5/20/21,101.6,2948999.14,3.148589464,1407.957237,1,2.826074803,670,0,2.230448921,170,0,3.315531184,2067.907862,1,Dairy171,0.000477436,0.000701224,0.000227196,5.76E-05,4315.865099,0.326228277,0.479140987,0.155241182,0.039389554,6.469674793
Dairy 172,Healthy,NY,Farm4,calf,5/20/21,101.2,6671578.79,3.403184043,2530.370074,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy172,0.000379276,2.85E-05,0.000100426,2.55E-05,3560.370074,0.710704231,0.053365239,0.188182685,0.047747845,6.824228684
Dairy 173,Healthy,NY,Farm4,calf,5/20/21,102.7,6941171.64,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy173,2.74E-05,2.74E-05,9.65E-05,2.45E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.841432846
Dairy 174,Healthy,NY,Farm4,Cow,5/20/21,101.7,3562518.39,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy174,5.33E-05,5.33E-05,0.000188069,4.77E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.551757237
Dairy 177,Healthy,NY,Farm4,Cow,5/20/21,NA,90111.05,4.042628856,11031.35488,1,3.308230355,2033.435285,1,2.230448921,170,0,3.551061948,3556.820498,1,Dairy177,0.122419558,0.039471524,0.022565882,0.001886561,16791.61066,0.656956328,0.211821282,0.121098287,0.010124103,4.95478287
Dairy 178,Healthy,NY,Farm4,Cow,5/20/21,NA,84183.63,3.161548815,1450.603814,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy178,0.017231424,0.002256971,0.007958792,0.002019395,2480.603814,0.584778515,0.076594255,0.270095529,0.068531701,4.925232807
Dairy 179,Healthy,NY,Farm4,Cow,5/20/21,NA,110761.37,3.479426859,3015.968903,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy179,0.027229429,0.0017154,0.00604904,0.001534831,4045.968903,0.745425626,0.046960321,0.165596923,0.04201713,5.04439224
Dairy 180,Healthy,NY,Farm4,Cow,5/20/21,102.5,120842.39,4.03789286,10911.71113,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy180,0.090297048,0.001572296,0.005544412,0.001406791,11941.71113,0.913747704,0.015910618,0.056105862,0.014235816,5.0822229
Dairy 181,Healthy,NY,Farm4,Cow,5/20/21,NA,375920.32,4.051749576,11265.47677,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy181,0.029967725,0.000505426,0.001782293,0.000452223,12295.47677,0.916229357,0.015452837,0.054491584,0.013826223,5.575096957
Dairy 182,Healthy,NY,Farm4,Cow,5/20/21,NA,3918636.4,3.720582727,5255.121081,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy182,0.001341059,4.85E-05,0.000170978,4.34E-05,6285.121081,0.836120898,0.030230126,0.106600969,0.027048007,6.593135079
Dairy 183,Healthy,NY,Farm4,Cow,5/20/21,NA,1426294.77,4.0552517,11356.68814,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy183,0.007962371,0.000133212,0.000469749,0.00011919,12386.68814,0.916846215,0.015339048,0.054090326,0.013724411,6.154209594
Dairy 184,Healthy,NY,Farm4,Cow,5/20/21,101.5,969945.73,3.983255826,9621.78894,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy184,0.009919925,0.000195887,0.00069076,0.000175268,10651.78894,0.903302628,0.017837379,0.062900232,0.01595976,5.986747883
Dairy 185,Healthy,NY,Farm4,calf,5/20/21,102,38689983.61,4.29688043,19809.81549,1,2.826074803,670,0,2.230448921,170,0,3.564415574,3667.883848,1,Dairy185,0.000512014,9.48E-05,1.73E-05,4.39E-06,24317.69934,0.814625398,0.150831861,0.027551949,0.006990793,7.587598557
Dairy 186,Healthy,NY,Farm4,Cow,5/20/21,101.5,374312.08,3.873073778,7465.755764,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy186,0.019945271,0.000507598,0.00178995,0.000454166,8495.755764,0.878762993,0.022364108,0.078862907,0.020009991,5.573235003
Dairy 187,Healthy,NY,Farm4,calf,5/20/21,102,230,4.057980484,11428.26979,1,2.826074803,670,0,2.230448921,170,0,3.318551189,2082.337832,1,Dairy187,49.68812952,9.053642748,2.913043478,0.739130435,14350.60762,0.796361387,0.145104506,0.046687919,0.011846188,2.36361198
Dairy 188,BRD,NY,Farm4,calf,5/20/21,103.2,230,4.021714671,10512.70968,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy188,45.70743339,0.826086957,2.913043478,0.739130435,11542.70968,0.910766187,0.016460606,0.058045296,0.014727911,2.36361198
Dairy 189,BRD,NY,Farm4,Cow,5/20/21,101.2,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy189,0.826086957,0.826086957,2.913043478,0.739130435,1220,0.155737705,0.155737705,0.549180328,0.139344262,2.36361198
Dairy 190,BRD,NY,Farm4,Cow,5/20/21,103,230,3.94708125,8852.812164,1,2.826074803,670,0,3.787714606,6133.588075,1,2.278753601,190,0,Dairy190,38.49048767,0.826086957,2.913043478,26.66777424,15846.40024,0.558663926,0.011990105,0.042280896,0.387065074,2.36361198
Dairy 191,BRD,NY,Farm4,Cow,5/20/21,102.5,230,3.47263243,2969.151992,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy191,12.90935649,0.826086957,2.913043478,0.739130435,3999.151992,0.742445398,0.047510072,0.167535518,0.042509012,2.36361198
Dairy 192,BRD,NY,Farm4,Cow,5/20/21,102.4,230,3.123881699,1330.092055,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy192,5.783008935,0.826086957,2.913043478,0.739130435,2360.092055,0.563576345,0.080505334,0.283887232,0.072031089,2.36361198
Dairy 193,BRD,NY,Farm4,Cow,5/20/21,101.4,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy193,0.826086957,0.826086957,2.913043478,0.739130435,1220,0.155737705,0.155737705,0.549180328,0.139344262,2.36361198
Dairy 194,BRD,NY,Farm4,Cow,5/20/21,102,230,3.841252509,6938.290972,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy194,30.16648249,0.826086957,2.913043478,0.739130435,7968.290972,0.870737652,0.023844511,0.084083275,0.021334562,2.36361198
Dairy 195,BRD,NY,Farm4,Cow,5/20/21,100.1,230,3.753917339,5674.365921,1,2.826074803,670,0,2.230448921,170,0,5.788760093,614837.1384,1,Dairy195,24.67115618,2673.20495,2.913043478,0.739130435,621351.5043,0.009132296,0.989515812,0.001078295,0.000273597,2.36361198
Dairy 196,BRD,NY,Farm4,Cow,5/20/21,103.9,230,3.869896394,7411.334145,1,2.826074803,670,0,2.230448921,170,0,4.191773718,15551.55134,1,Dairy196,32.22319193,67.61544061,2.913043478,0.739130435,23802.88549,0.311362845,0.653347316,0.028147848,0.007141991,2.36361198
Dairy 197,BRD,NY,Farm4,calf,5/20/21,102,230,3.493789572,3117.37876,1,2.826074803,670,0,2.230448921,170,0,4.584234523,38391.4507,1,Dairy197,13.5538207,166.9193509,2.913043478,0.739130435,42348.82946,0.073611923,0.906552818,0.01582098,0.004014279,2.36361198
Dairy 198,BRD,NY,Farm4,calf,5/20/21,102.3,230,3.807114804,6413.790998,1,2.826074803,670,0,2.230448921,170,0,5.547606376,352863.2063,1,Dairy198,27.88604782,1534.187853,2.913043478,0.739130435,360116.9973,0.017810298,0.979857127,0.001860506,0.000472069,2.36361198
Dairy 199,BRD,NY,Farm4,calf,5/20/21,102.5,230,4.027003348,10641.51223,1,2.826074803,670,0,2.230448921,170,0,5.818769368,658823.9335,1,Dairy199,46.26744448,2864.451885,2.913043478,0.739130435,670305.4457,0.015875617,0.982871223,0.000999544,0.000253616,2.36361198
Dairy 200,BRD,NY,Farm4,Cow,5/20/21,101.8,230,4.401341742,25196.5884,1,2.826074803,670,0,2.230448921,170,0,5.609106066,406542.6053,1,Dairy200,109.5503843,1767.576545,2.913043478,0.739130435,432579.1937,0.058247342,0.939810817,0.001548849,0.000392992,2.36361198
Dairy 201,BRD,NY,Farm4,calf,5/20/21,102.9,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.309686667,20402.65412,1,Dairy201,0.826086957,88.70719183,2.913043478,0.739130435,21432.65412,0.008864978,0.95194249,0.031260711,0.007931822,2.36361198
Dairy 202,BRD,NY,Farm4,calf,5/20/21,102.6,230,3.95856579,9090.039903,1,2.826074803,670,0,2.230448921,170,0,4.593222035,39194.22081,1,Dairy202,39.52191262,170.4096557,2.913043478,0.739130435,49124.26071,0.185041765,0.797858741,0.013638882,0.003460612,2.36361198
Dairy 203,BRD,NY,Farm4,calf,5/20/21,102.8,230,4.22762391,16889.7768,1,2.826074803,670,0,2.230448921,170,0,3.758751701,5737.883161,1,Dairy203,73.43381217,24.94731809,2.913043478,0.739130435,23467.65996,0.719704343,0.244501717,0.028549928,0.007244012,2.36361198
Dairy 1,BRD,IN,Farm5,calf,2/20/21,101.7,9637749.33,3.188516492,1543.535036,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy1,0.000160155,1.97E-05,6.95E-05,1.76E-05,2573.535036,0.599772303,0.07382841,0.260342288,0.066056998,6.983975672
Dairy 10,Healthy,IN,Farm5,calf,2/20/21,NA,21601177.42,3.995898559,9906.005369,1,2.826074803,670,0,2.230448921,170,0,5.327605785,212620.8183,1,Dairy10,0.000458586,0.00984302,3.10E-05,7.87E-06,223366.8237,0.044348598,0.951890772,0.00299955,0.00076108,7.334477444
Dairy 100,Healthy,IN,Farm5,calf,2/27/21,NA,39763553.68,6.663810404,4611162.255,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy100,0.115964541,4.78E-06,1.68E-05,4.28E-06,4612192.255,0.999776679,4.12E-05,0.000145267,3.69E-05,7.599485201
Dairy 11,BRD,IN,Farm5,Cow,2/20/21,103.5,4781208.02,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy11,3.97E-05,3.97E-05,0.000140132,3.56E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.67953773
Dairy 12,BRD,IN,Farm5,calf,2/20/21,102.6,4663037.71,6.108637538,1284214.407,1,2.826074803,670,0,2.230448921,170,0,3.667776553,4653.466083,1,Dairy12,0.275402964,0.000997947,0.000143683,3.65E-05,1289707.873,0.995740535,0.003608155,0.000519497,0.000131813,6.668669021
Dairy 13,Healthy,IN,Farm5,Cow,2/20/21,NA,5385838.33,3.165376169,1463.444202,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy13,0.000271721,3.53E-05,0.0001244,3.16E-05,2493.444202,0.586916764,0.07619982,0.268704629,0.068178787,6.731253393
Dairy 14,BRD,IN,Farm5,Cow,2/20/21,101.8,65588633.1,6.392209069,2467226.77,1,5.204893622,160285.2733,1,2.230448921,170,0,5.805278955,638673.5851,1,Dairy14,0.037616682,0.009737565,0.002443797,2.59E-06,3266355.628,0.755345422,0.19553094,0.049071593,5.20E-05,7.816828587
Dairy 15,Healthy,IN,Farm5,calf,2/20/21,NA,1950840.85,3.116081149,1306.414971,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy15,0.000669668,9.74E-05,0.000343442,8.71E-05,2336.414971,0.559153655,0.08132117,0.286764127,0.072761047,6.290222064
Dairy 16,BRD,IN,Farm5,calf,2/20/21,102.4,6002897.77,3.077391334,1195.064469,1,2.826074803,670,0,5.499812748,316091.4498,1,4.144754419,13955.78979,1,Dairy16,0.000199081,0.002324842,0.000111613,0.052656477,331912.3041,0.003600543,0.042046618,0.002018605,0.952334234,6.77836102
Dairy 17,BRD,IN,Farm5,calf,2/20/21,101.2,583779,3.389794857,2453.549685,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy17,0.004202874,0.000325466,0.001147695,0.000291206,3483.549685,0.704324585,0.054542067,0.192332552,0.048800797,5.766249212
Dairy 18,BRD,IN,Farm5,calf,2/20/21,102.7,2016141.93,6.203189191,1596574.509,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy18,0.79189589,9.42E-05,0.000332318,8.43E-05,1597604.509,0.999355285,0.000118928,0.000419378,0.000106409,6.304521317
Dairy 19,BRD,IN,Farm5,calf,2/20/21,102.3,91171514.23,5.562577381,365239.1988,1,3.283480501,1920.792722,1,5.472920104,297111.9394,1,2.278753601,190,0,Dairy19,0.004006067,2.08E-06,2.11E-05,0.003258824,664461.9309,0.549676636,0.000285946,0.002890749,0.447146669,7.959859173
Dairy 20,BRD,IN,Farm5,calf,2/20/21,101.5,6665117.43,3.046934284,1114.125934,1,4.398742582,25046.24254,1,5.073478533,118434.5824,1,6.538419654,3454774.091,1,Dairy20,0.000167158,0.518336568,0.00375781,0.017769317,3599369.042,0.000309534,0.959827695,0.006958509,0.032904262,6.823807871
Dairy 21,BRD,IN,Farm5,calf,2/20/21,104.1,7722681.38,3.232590651,1708.404282,1,2.826074803,670,0,5.759551026,574845.3551,1,6.08222437,1208437.989,1,Dairy21,0.000221219,0.156479069,8.68E-05,0.07443598,1785661.748,0.000956735,0.676745184,0.000375211,0.32192287,6.887768173
Dairy 22,BRD,IN,Farm5,calf,2/20/21,102.7,3111145.41,3.812527582,6494.228749,1,2.826074803,670,0,5.450027368,281856.0543,1,2.278753601,190,0,Dairy22,0.002087408,6.11E-05,0.000215355,0.09059559,289210.283,0.022455041,0.000656961,0.002316653,0.974571344,6.492920449
Dairy 23,BRD,IN,Farm5,calf,2/20/21,103,3162868.28,3.162491672,1453.756507,1,4.070245389,11755.61594,1,4.574317545,37524.7273,1,4.774420919,59486.84274,1,Dairy23,0.000459632,0.018807879,0.003716758,0.011864145,110220.9425,0.013189476,0.539705444,0.106655012,0.340450067,6.500081243
Dairy 24,BRD,IN,Farm5,calf,2/20/21,102.3,15246955.86,3.189284017,1546.265325,1,4.51985565,33102.10794,1,5.34742557,222548.9604,1,5.930705114,852521.0553,1,Dairy24,0.000101415,0.055914181,0.002171063,0.014596288,1109718.389,0.001393385,0.76823189,0.029829287,0.200545438,7.183183171
Dairy 25,BRD,IN,Farm5,calf,2/20/21,102.4,45950512.51,3.952700107,8968.093087,1,7.118905087,13149374.28,1,2.230448921,170,0,2.278753601,190,0,Dairy25,0.000195169,4.13E-06,0.286163822,3.70E-06,13158702.37,0.000681533,1.44E-05,0.999291108,1.29E-05,7.662290369
Dairy 26,BRD,IN,Farm5,calf,2/20/21,102.5,8049038.54,2.849290356,706.7899351,1,2.826074803,670,0,2.230448921,170,0,3.456265968,2859.341109,1,Dairy26,8.78E-05,0.00035524,8.32E-05,2.11E-05,4406.131044,0.160410557,0.648945998,0.152060843,0.038582602,6.905744061
Dairy 27,BRD,IN,Farm5,calf,2/20/21,103.2,769872.51,2.974073108,942.0481648,1,5.008832116,102054.4899,1,2.230448921,170,0,2.278753601,190,0,Dairy27,0.001223642,0.000246794,0.132560247,0.000220816,103356.5381,0.009114548,0.001838297,0.987402363,0.001644792,5.886419377
Dairy 28,BRD,IN,Farm5,calf,2/20/21,102,20339595.5,3.889355221,7750.955093,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy28,0.000381077,9.34E-06,3.29E-05,8.36E-06,8780.955093,0.882700687,0.021637737,0.076301495,0.019360081,7.308342333
Dairy 29,BRD,IN,Farm5,calf,2/20/21,102,866128.12,3.164723358,1461.246078,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy29,0.001687102,0.000219367,0.000773558,0.000196276,2491.246078,0.586552284,0.076267054,0.268941718,0.068238943,5.93758264
Dairy 3,BRD,IN,Farm5,Cow,2/20/21,100.5,3562948.51,3.086154342,1219.422888,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy3,0.000342251,5.33E-05,0.000188047,4.77E-05,2249.422888,0.542104775,0.08446611,0.297854176,0.07557494,6.551809668
Dairy 30,BRD,IN,Farm5,calf,2/20/21,103.5,257076.86,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy30,0.000739079,0.000739079,0.002606224,0.000661281,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.410064676
Dairy 31,BRD,IN,Farm5,calf,2/20/21,103.3,10805534.84,2.733015545,540.7736784,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy31,5.00E-05,1.76E-05,6.20E-05,1.57E-05,1570.773678,0.34427218,0.120959501,0.426541398,0.108226922,7.033646308
Dairy 33,BRD,IN,Farm5,calf,2/20/21,102.1,2591318.05,3.040674417,1098.182243,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy33,0.000423793,7.33E-05,0.000258556,6.56E-05,2128.182243,0.516018892,0.089278068,0.314822662,0.079880377,6.413520888
Dairy 34,BRD,IN,Farm5,calf,2/20/21,101.4,904541.65,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy34,0.000210051,0.000210051,0.000740707,0.00018794,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.956429049
Dairy 35,Healthy,IN,Farm5,calf,2/20/21,102.3,3371955.16,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy35,5.63E-05,5.63E-05,0.000198698,5.04E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.52788192
Dairy 36,BRD,IN,Farm5,calf,2/20/21,103.3,974609.96,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy36,0.00019495,0.00019495,0.000687454,0.000174429,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.988831291
Dairy 37,BRD,IN,Farm5,calf,2/20/21,101.4,754326.45,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy37,0.00025188,0.00025188,0.00088821,0.000225367,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.877559912
Dairy 38,Healthy,IN,Farm5,calf,2/20/21,102.1,2823942.96,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy38,6.73E-05,6.73E-05,0.000237257,6.02E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.450856074
Dairy 39,BRD,IN,Farm5,calf,2/20/21,101.9,831915.74,3.156735319,1434.61484,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy39,0.001724471,0.000228389,0.00080537,0.000204348,2464.61484,0.582084802,0.077091153,0.27184775,0.068976295,5.920079863
Dairy 4,Healthy,IN,Farm5,calf,2/20/21,NA,1136282.3,3.216588981,1646.6033,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy4,0.001449115,0.000167212,0.000589642,0.000149611,2676.6033,0.615183916,0.070985491,0.250317258,0.063513334,6.055486624
Dairy 40,Healthy,IN,Farm5,calf,2/20/21,101.3,1791481.59,3.60023748,3983.249219,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy40,0.002223439,0.000106057,0.000373992,9.49E-05,5013.249219,0.794544425,0.037899572,0.133645859,0.033910143,6.253212592
Dairy 41,Healthy,IN,Farm5,calf,2/20/21,101.9,5078113.97,3.202651843,1594.600304,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy41,0.000314014,3.74E-05,0.000131939,3.35E-05,2624.600304,0.607559293,0.072391975,0.255276965,0.064771767,6.705702529
Dairy 42,Healthy,IN,Farm5,calf,2/27/21,101.8,49919863.86,2.278753601,190,0,5.236327333,172316.6855,1,2.230448921,170,0,6.686502674,4858505.225,1,Dairy42,3.81E-06,0.097326091,0.003451866,3.41E-06,5031181.911,3.78E-05,0.965678704,0.034249743,3.38E-05,7.698273401
Dairy 43,Healthy,IN,Farm5,calf,2/27/21,NA,467527.57,3.055565528,1136.489763,1,2.826074803,670,0,4.648044572,44467.69024,1,2.278753601,190,0,Dairy43,0.002430851,0.000406393,0.001433071,0.095112445,46464.18,0.024459482,0.004089171,0.01441971,0.957031637,5.669808155
Dairy 44,Healthy,IN,Farm5,calf,2/27/21,NA,1462246.52,3.346846488,2222.524145,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy44,0.001519938,0.000129937,0.000458199,0.000116259,3252.524145,0.683322874,0.058416169,0.205993859,0.052267099,6.165020893
Dairy 45,Healthy,IN,Farm5,calf,2/27/21,NA,188309.8,3.193564175,1561.579771,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy45,0.00829261,0.001008976,0.003557967,0.000902768,2591.579771,0.602559022,0.073314355,0.258529569,0.065597055,5.274875228
Dairy 46,Healthy,IN,Farm5,calf,2/27/21,NA,6729168.34,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.691667881,491663.4011,1,Dairy46,2.82E-05,0.073064512,9.96E-05,2.53E-05,492693.4011,0.000385635,0.99790945,0.001359872,0.000345042,6.827961457
Dairy 47,BRD,IN,Farm5,calf,2/27/21,104.5,150662.88,2.278753601,190,0,2.826074803,670,0,4.729323725,53619.61921,1,4.212187088,16299.98063,1,Dairy47,0.001261094,0.108188431,0.004447014,0.355891373,70779.59984,0.002684389,0.230292071,0.009466004,0.757557535,5.178009147
Dairy 48,Healthy,IN,Farm5,calf,2/27/21,NA,36565621.94,3.114445867,1301.505078,1,2.826074803,670,0,4.161968289,14520.05592,1,5.107920505,128209.5881,1,Dairy48,3.56E-05,0.003506288,1.83E-05,0.000397096,144701.1491,0.008994435,0.8860302,0.004630233,0.100345132,7.563072977
Dairy 49,BRD,IN,Farm5,calf,2/27/21,103.4,29245119.82,6.362820314,2305792.986,1,2.826074803,670,0,3.920174041,8320.971628,1,5.692723015,492859.3667,1,Dairy49,0.078843684,0.016852705,2.29E-05,0.000284525,2807643.324,0.821255665,0.175542015,0.000238634,0.002963685,7.46605342
Dairy 5,Healthy,IN,Farm5,Cow,2/20/21,101.6,4496847.68,3.063806316,1158.260687,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy5,0.000257572,4.23E-05,0.000148993,3.78E-05,2188.260687,0.529306537,0.086826949,0.306179243,0.077687271,6.652908274
Dairy 50,BRD,IN,Farm5,calf,2/27/21,102.1,227869.84,2.278753601,190,0,2.826074803,670,0,3.015704452,1036.822593,1,2.278753601,190,0,Dairy50,0.000833809,0.000833809,0.002940275,0.004550065,2086.822593,0.09104751,0.09104751,0.321062271,0.49684271,5.357688753
