"","State","Genus","Status","taxa.average","overall.max"
"950","CA"," Selenomonadaceae","Healthy",0.000314645489427332,0.000314645489427332
"951","CA"," Selenomonas","Healthy",1.1549102057315e-05,1.1549102057315e-05
"952","CA"," Sellimonas","Healthy",2.05955292774915e-05,2.05955292774915e-05
"953","CA"," Sericytochromatia","Healthy",0,0
"954","CA"," Serratia","Healthy",9.06003906688846e-05,9.06003906688846e-05
"955","CA"," SH-PL14","Healthy",0,0
"956","CA"," SH3-11","Healthy",8.51677037254057e-07,8.51677037254057e-07
"957","CA"," Sharpea","Healthy",9.49219735953043e-06,9.49219735953043e-06
"958","CA"," Shewanella","Healthy",8.82175208818223e-07,8.82175208818223e-07
"959","CA"," Shimazuella","Healthy",0,0
"960","CA"," Shinella","Healthy",0,0
"961","CA"," Shuttleworthia","Healthy",4.51314715710081e-06,4.51314715710081e-06
"962","CA"," Silvanigrella","Healthy",0,0
"963","CA"," Simplicispira","Healthy",0,0
"964","CA"," Singulisphaera","Healthy",0,0
"965","CA"," Sinobaca","Healthy",0,0
"966","CA"," Skermanella","Healthy",0,0
"967","CA"," Slackia","Healthy",0,0
"968","CA"," SM2D12","Healthy",0,0
"969","CA"," SN8","Healthy",0,0
"970","CA"," Sodalis","Healthy",0,0
"971","CA"," Soehngenia","Healthy",1.00358144765955e-06,1.00358144765955e-06
"972","CA"," Solibacillus","Healthy",0.00133341568907759,0.00133341568907759
"973","CA"," Solimonas","Healthy",0,0
"974","CA"," Solirubrobacter","Healthy",0,0
"975","CA"," Solirubrobacteraceae","Healthy",0,0
"976","CA"," Solobacterium","Healthy",3.22192960682204e-05,3.22192960682204e-05
"977","CA"," Soonwooa","Healthy",0,0
"978","CA"," Sphaerobacter","Healthy",0,0
"979","CA"," Sphingoaurantiacus","Healthy",0,0
"980","CA"," Sphingobacteriaceae","Healthy",9.96277819433742e-06,9.96277819433742e-06
"981","CA"," Sphingobacterium","Healthy",0.0140808873408893,0.0140808873408893
"982","CA"," Sphingobium","Healthy",8.23248990559529e-07,8.23248990559529e-07
"983","CA"," Sphingomonadaceae","Healthy",1.16982932190193e-05,1.16982932190193e-05
"984","CA"," Sphingomonas","Healthy",0.000139302094285877,0.000139302094285877
"985","CA"," Sphingopyxis","Healthy",1.77236039412569e-06,1.77236039412569e-06
"986","CA"," Sphingorhabdus","Healthy",0,0
"987","CA"," Spirochaeta","Healthy",0,0
"988","CA"," Spirochaeta_2","Healthy",0,0
"989","CA"," Spirosoma","Healthy",0,0
"990","CA"," Spirosomaceae","Healthy",0,0
"991","CA"," Sporacetigenium","Healthy",0,0
"992","CA"," Sporolactobacillus","Healthy",0,0
"993","CA"," Sporosarcina","Healthy",0,0
"994","CA"," Stackebrandtia","Healthy",0,0
"995","CA"," Staphylococcaceae","Healthy",1.00358144765955e-06,1.00358144765955e-06
"996","CA"," Staphylococcus","Healthy",0.0351081222454264,0.0351081222454264
"997","CA"," Stappia","Healthy",1.17084502226947e-06,1.17084502226947e-06
"998","CA"," Stenotrophobacter","Healthy",0,0
"999","CA"," Stenotrophomonas","Healthy",0.0196058304204413,0.0196058304204413
"1000","CA"," Steroidobacter","Healthy",0,0
"1001","CA"," Streptococcus","Healthy",0.0592044396880127,0.0592044396880127
"1002","CA"," Streptomyces","Healthy",1.80455254501799e-06,1.80455254501799e-06
"1003","CA"," Subdoligranulum","Healthy",2.52906437937869e-05,2.52906437937869e-05
"1004","CA"," Subgrou10","Healthy",0,0
"1005","CA"," Subgrou22","Healthy",0,0
"1006","CA"," Subgrou5","Healthy",0,0
"1007","CA"," Subgrou7","Healthy",0,0
"1008","CA"," Subsaxibacter","Healthy",0,0
"1009","CA"," Succiniclasticum","Healthy",4.63968163763403e-06,4.63968163763403e-06
"1010","CA"," Succinispira","Healthy",0,0
"1011","CA"," Succinivibrio","Healthy",2.10222268003961e-06,2.10222268003961e-06
"1012","CA"," Succinivibrionaceae","Healthy",0,0
"1013","CA"," Succinivibrionaceae_UCG-001","Healthy",0,0
"1014","CA"," Succinivibrionaceae_UCG-002","Healthy",0,0
"1015","CA"," Sulfurimonas","Healthy",0,0
"1016","CA"," Sulfurospirillum","Healthy",5.01790723829774e-07,5.01790723829774e-07
"1017","CA"," Sulfurovum","Healthy",8.36317873049623e-07,8.36317873049623e-07
"1018","CA"," Sumerlaea","Healthy",0,0
"1019","CA"," Sutterella","Healthy",0,0
"1020","CA"," Suttonella","Healthy",1.77493551437409e-06,1.77493551437409e-06
"1021","CA"," Sva0996_marine_group","Healthy",0,0
"1022","CA"," Symbiobacterium","Healthy",0,0
"1023","CA"," Syntrophaceticus","Healthy",0,0
"1024","CA"," Syntrophococcus","Healthy",0.000185324102558291,0.000185324102558291
"1025","CA"," Tahibacter","Healthy",0,0
"1026","CA"," Taibaiella","Healthy",0,0
"1027","CA"," Tannerella","Healthy",0,0
"1028","CA"," Tannerellaceae","Healthy",0,0
"1029","CA"," TC1","Healthy",0,0
"1030","CA"," Telmatocola","Healthy",0,0
"1031","CA"," Tepidimicrobium","Healthy",0,0
"1032","CA"," Tepidimonas","Healthy",0,0
"1033","CA"," Tepidisphaera","Healthy",0,0
"1034","CA"," Tepidisphaeraceae","Healthy",0,0
"1035","CA"," Terribacillus","Healthy",0,0
"1036","CA"," Terrimicrobium","Healthy",0,0
"1037","CA"," Terrimonas","Healthy",0,0
"1038","CA"," Terrisporobacter","Healthy",0,0
"1039","CA"," Thauera","Healthy",0,0
"1040","CA"," Thermoactinomyces","Healthy",0,0
"1041","CA"," Thermobifida","Healthy",0,0
"1042","CA"," Thermomicrobiales","Healthy",0,0
"1043","CA"," Thermomonas","Healthy",0,0
"1044","CA"," Thermopolyspora","Healthy",1.76435041763645e-06,1.76435041763645e-06
"1045","CA"," Thermotaleaceae","Healthy",0,0
"1046","CA"," Thermus","Healthy",0,0
"1047","CA"," Thiohalomonas","Healthy",0,0
"1048","CA"," Thiopseudomonas","Healthy",0,0
"1049","CA"," Tianweitania","Healthy",0,0
"1050","CA"," Timonella","Healthy",0,0
"1051","CA"," Tissierella","Healthy",3.34527149219849e-07,3.34527149219849e-07
"1052","CA"," TK10","Healthy",0,0
"1053","CA"," TM7a","Healthy",0,0
"1054","CA"," TM7x","Healthy",0,0
"1055","CA"," Tomitella","Healthy",0,0
"1056","CA"," TRA3-20","Healthy",0,0
"1057","CA"," Treponema","Healthy",3.00741929726316e-06,3.00741929726316e-06
"1058","CA"," Trichococcus","Healthy",0,0
"1059","CA"," Trichomonadea","Healthy",0,0
"1060","CA"," Truepera","Healthy",0,0
"1061","CA"," Trueperella","Healthy",3.56797053860331e-06,3.56797053860331e-06
"1062","CA"," Tsukamurella","Healthy",0,0
"1063","CA"," Tumebacillus","Healthy",0,0
"1064","CA"," Tundrisphaera","Healthy",0,0
"1065","CA"," Tunicatimonas","Healthy",0,0
"1066","CA"," Turicibacter","Healthy",6.31644609738855e-06,6.31644609738855e-06
"1067","CA"," Tuzzerella","Healthy",0,0
"1068","CA"," Tychonema_CCAP_1459-11B","Healthy",0,0
"1069","CA"," Tyzzerella","Healthy",5.09426243971906e-05,5.09426243971906e-05
"1070","CA"," U29-B03","Healthy",0,0
"1071","CA"," UBA12409","Healthy",0,0
"1072","CA"," UBA1819","Healthy",0,0
"1073","CA"," UCG-001","Healthy",0,0
"1074","CA"," UCG-002","Healthy",6.44466290843597e-06,6.44466290843597e-06
"1075","CA"," UCG-003","Healthy",0,0
"1076","CA"," UCG-004","Healthy",0,0
"1077","CA"," UCG-005","Healthy",3.47468085009734e-05,3.47468085009734e-05
"1078","CA"," UCG-008","Healthy",0,0
"1079","CA"," UCG-009","Healthy",0,0
"1080","CA"," UCG-010","Healthy",6.64879765359498e-07,6.64879765359498e-07
"1081","CA"," UCG-011","Healthy",0,0
"1082","CA"," UKL13-1","Healthy",0,0
"1083","CA"," Ulvibacter","Healthy",0,0
"1084","CA"," uncultured","Healthy",0.000369284774772748,0.000369284774772748
"1085","CA"," Undibacterium","Healthy",0,0
"1086","CA"," Unknown_Family","Healthy",0,0
"1087","CA"," Urania-1B-19_marine_sediment_group","Healthy",0,0
"1088","CA"," Ureaplasma","Healthy",0,0
"1089","CA"," Ureibacillus","Healthy",0,0
"1090","CA"," Uruburuella","Healthy",1.00358144765955e-06,1.00358144765955e-06
"1091","CA"," UTBCD1","Healthy",0,0
"1092","CA"," vadinBE97","Healthy",0,0
"1093","CA"," Vagococcus","Healthy",0.00130240853269379,0.00130240853269379
"1094","CA"," Variovorax","Healthy",0,0
"1095","CA"," Veillonella","Healthy",1.94217427088596e-05,1.94217427088596e-05
"1096","CA"," Veillonellaceae","Healthy",0,0
"1097","CA"," Veillonellaceae_UCG-001","Healthy",0,0
"1098","CA"," Verruc-01","Healthy",0,0
"1099","CA"," Verrucomicrobium","Healthy",0,0
"1100","CA"," Verticiella","Healthy",0.000401334473216106,0.000401334473216106
"1101","CA"," Vibrio","Healthy",0.00167633970791152,0.00167633970791152
"1102","CA"," Vicinamibacteraceae","Healthy",0,0
"1103","CA"," Victivallaceae","Healthy",0,0
"1104","CA"," Victivallis","Healthy",0,0
"1105","CA"," Virgibacillus","Healthy",0,0
"1106","CA"," Vitellibacter","Healthy",0,0
"1107","CA"," Vitreoscilla","Healthy",0,0
"1108","CA"," Vulcaniibacterium","Healthy",0,0
"1109","CA"," W5053","Healthy",1.62024069485642e-06,1.62024069485642e-06
"1110","CA"," WCHB1-32","Healthy",0,0
"1111","CA"," WCHB1-41","Healthy",0,0
"1112","CA"," WD2101_soil_group","Healthy",0,0
"1113","CA"," Weeksella","Healthy",4.66772725656976e-05,4.66772725656976e-05
"1114","CA"," Weeksellaceae","Healthy",0,0
"1115","CA"," Weissella","Healthy",1.456248412225e-05,1.456248412225e-05
"1116","CA"," Williamsia","Healthy",0,0
"1117","CA"," Winogradskyella","Healthy",0,0
"1118","CA"," Woesearchaeales","Healthy",0,0
"1119","CA"," Woeseia","Healthy",0,0
"1120","CA"," Wohlfahrtiimonas","Healthy",0,0
"1121","CA"," Wolbachia","Healthy",0,0
"1122","CA"," WPS-2","Healthy",0,0
"1123","CA"," WS1","Healthy",0,0
"1124","CA"," Xanthobacteraceae","Healthy",0,0
"1125","CA"," Xanthomonadaceae","Healthy",0.000126370819566055,0.000126370819566055
"1126","CA"," Xanthomonas","Healthy",0,0
"1127","CA"," XBB1006","Healthy",0,0
"1128","CA"," Xylella","Healthy",0,0
"1129","CA"," Yaniella","Healthy",0,0
"1130","CA"," YC-ZSS-LKJ147","Healthy",0,0
"1131","CA"," Yersiniaceae","Healthy",0,0
"1132","CA"," Youngiibacter","Healthy",0,0
"1133","CA"," Zavarzinella","Healthy",0,0
"1134","CA"," ZOR0006","Healthy",0,0
"1135","CA"," Zymophilus","Healthy",0,0
"1136","CA","Bacteria","Healthy",3.2723197586417e-06,3.2723197586417e-06
"1137","CA","Eukaryota","Healthy",0,0
"1138","CA","Unassigned","Healthy",6.81090807794131e-07,6.81090807794131e-07
"1139","IN"," [Agitococcus]_lubricugroup","Healthy",0,0
"1140","IN"," [Anaerorhabdus]_furcosa_group","Healthy",0,0
"1141","IN"," [Clostridium]_innocuum_group","Healthy",0,0
"1142","IN"," [Clostridium]_methylpentosum_group","Healthy",0,0
"1143","IN"," [Eubacterium]_brachy_group","Healthy",0.000207996380780579,0.000207996380780579
"1144","IN"," [Eubacterium]_coprostanoligenegroup","Healthy",0.00535715500965627,0.00535715500965627
"1145","IN"," [Eubacterium]_eligengroup","Healthy",7.09141064704395e-06,7.09141064704395e-06
"1146","IN"," [Eubacterium]_fissicatena_group","Healthy",0,0
"1147","IN"," [Eubacterium]_hallii_group","Healthy",8.45405051331651e-05,8.45405051331651e-05
"1148","IN"," [Eubacterium]_nodatum_group","Healthy",0.000808676893982703,0.000808676893982703
"1149","IN"," [Eubacterium]_oxidoreducengroup","Healthy",0,0
"1150","IN"," [Eubacterium]_ruminantium_group","Healthy",0.000111554585159788,0.000111554585159788
"1151","IN"," [Eubacterium]_saphenum_group","Healthy",4.86476350344984e-06,4.86476350344984e-06
"1152","IN"," [Eubacterium]_siraeum_group","Healthy",6.26015663780305e-06,6.26015663780305e-06
"1153","IN"," [Eubacterium]_ventriosum_group","Healthy",5.65543238524211e-05,5.65543238524211e-05
"1154","IN"," [Eubacterium]_xylanophilum_group","Healthy",5.39748484789529e-06,5.39748484789529e-06
"1155","IN"," [Ruminococcus]_gauvreauii_group","Healthy",0.000823736518781111,0.000823736518781111
"1156","IN"," [Ruminococcus]_gnavugroup","Healthy",0.000122976222385498,0.000122976222385498
"1157","IN"," [Ruminococcus]_torquegroup","Healthy",0.000741555739753145,0.000741555739753145
"1158","IN"," 0319-6G20","Healthy",1.28923020064719e-05,1.28923020064719e-05
"1159","IN"," 0319-7L14","Healthy",0,0
"1160","IN"," 11-24","Healthy",0,0
"1161","IN"," 1174-901-12","Healthy",8.27803608095299e-06,8.27803608095299e-06
"1162","IN"," 37-13","Healthy",0,0
"1163","IN"," 67-14","Healthy",2.1129744023716e-06,2.1129744023716e-06
"1164","IN"," A0839","Healthy",0,0
"1165","IN"," A4b","Healthy",3.88627817357362e-06,3.88627817357362e-06
"1166","IN"," AB1","Healthy",0,0
"1167","IN"," Abditibacterium","Healthy",3.30414739809358e-05,3.30414739809358e-05
"1168","IN"," Absconditabacteriale(SR1)","Healthy",5.00112189652385e-05,5.00112189652385e-05
"1169","IN"," Acetitomaculum","Healthy",0.000442357702364624,0.000442357702364624
"1170","IN"," Acetoanaerobium","Healthy",0.00011977160075411,0.00011977160075411
"1171","IN"," Acetobacter","Healthy",3.1090225388589e-06,3.1090225388589e-06
"1172","IN"," Acetobacteraceae","Healthy",0,0
"1173","IN"," Acetobacterium","Healthy",3.35570527552644e-05,3.35570527552644e-05
"1174","IN"," Acholeplasma","Healthy",5.19960811251266e-05,5.19960811251266e-05
"1175","IN"," Acholeplasmataceae","Healthy",4.00011200313609e-06,4.00011200313609e-06
"1176","IN"," Achromobacter","Healthy",0,0
"1177","IN"," Acidaminobacter","Healthy",0,0
"1178","IN"," Acidaminococcus","Healthy",0,0
"1179","IN"," Acidibacter","Healthy",0,0
"1180","IN"," Acinetobacter","Healthy",0.00723523424246222,0.00723523424246222
"1181","IN"," Actinoalloteichus","Healthy",0,0
"1182","IN"," Actinobacillus","Healthy",0.000106490216701631,0.000106490216701631
"1183","IN"," Actinobacteria","Healthy",5.44078944300307e-06,5.44078944300307e-06
"1184","IN"," Actinomyces","Healthy",0.000137945128976623,0.000137945128976623
"1185","IN"," Actinomycetospora","Healthy",1.07435850053933e-06,1.07435850053933e-06
"1186","IN"," Actinoplanes","Healthy",2.28566814692079e-05,2.28566814692079e-05
"1187","IN"," Actinotalea","Healthy",2.37391698045074e-05,2.37391698045074e-05
"1188","IN"," Adhaeribacter","Healthy",0,0
"1189","IN"," Advenella","Healthy",2.41056675189446e-05,2.41056675189446e-05
"1190","IN"," Aequorivita","Healthy",0.000326449510549068,0.000326449510549068
"1191","IN"," Aeriscardovia","Healthy",4.16124965905535e-05,4.16124965905535e-05
"1192","IN"," Aerococcaceae","Healthy",0.00293898793531232,0.00293898793531232
"1193","IN"," Aerococcus","Healthy",0.00528046171323193,0.00528046171323193
"1194","IN"," Aeromicrobium","Healthy",0.000105883432159407,0.000105883432159407
"1195","IN"," Aeromonas","Healthy",4.09946726373684e-05,4.09946726373684e-05
"1196","IN"," Aerosphaera","Healthy",0.000434535177657996,0.000434535177657996
"1197","IN"," Aestuariicella","Healthy",6.84783326693251e-06,6.84783326693251e-06
"1198","IN"," Agaricicola","Healthy",4.76707936001079e-06,4.76707936001079e-06
"1199","IN"," Agathobacter","Healthy",4.83315220473704e-05,4.83315220473704e-05
"1200","IN"," Aggregatibacter","Healthy",0,0
"1201","IN"," Agromyces","Healthy",0,0
"1202","IN"," AKAU3644","Healthy",7.78381552777239e-05,7.78381552777239e-05
"1203","IN"," AKIW781","Healthy",0,0
"1204","IN"," Akkermansia","Healthy",0.000624970434512579,0.000624970434512579
"1205","IN"," AKYG1722","Healthy",0,0
"1206","IN"," Alcaligenaceae","Healthy",9.62307013885858e-06,9.62307013885858e-06
"1207","IN"," Alcaligenes","Healthy",7.7743234826896e-06,7.7743234826896e-06
"1208","IN"," Alcanivorax","Healthy",0,0
"1209","IN"," Algoriphagus","Healthy",1.96572289001138e-05,1.96572289001138e-05
"1210","IN"," Aliicoccus","Healthy",2.52799234906398e-05,2.52799234906398e-05
"1211","IN"," Aliidiomarina","Healthy",0.000253917640304792,0.000253917640304792
"1212","IN"," Aliifodinibius","Healthy",0,0
"1213","IN"," Aliihoeflea","Healthy",2.78607990895091e-06,2.78607990895091e-06
"1214","IN"," Alishewanella","Healthy",0.000817898614467079,0.000817898614467079
"1215","IN"," Alistipes","Healthy",0.000291542995852279,0.000291542995852279
"1216","IN"," Aliterella","Healthy",0,0
"1217","IN"," Alkalibacter","Healthy",8.92811705118579e-07,8.92811705118579e-07
"1218","IN"," Alkalibacterium","Healthy",0.000122124197796676,0.000122124197796676
"1219","IN"," Alkalibaculum","Healthy",2.33176690414417e-06,2.33176690414417e-06
"1220","IN"," Alkaliphilus","Healthy",3.1090225388589e-06,3.1090225388589e-06
"1221","IN"," Alkanindiges","Healthy",1.52068010897194e-06,1.52068010897194e-06
"1222","IN"," Allisonella","Healthy",2.16609474268914e-05,2.16609474268914e-05
"1223","IN"," Allobaculum","Healthy",1.09838123345787e-05,1.09838123345787e-05
"1224","IN"," Allofustis","Healthy",2.53330504476033e-06,2.53330504476033e-06
"1225","IN"," Alloiococcus","Healthy",5.77895490379339e-05,5.77895490379339e-05
"1226","IN"," Alloprevotella","Healthy",0.00594316030289356,0.00594316030289356
"1227","IN"," Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Healthy",0.00261128333830684,0.00261128333830684
"1228","IN"," Alphaproteobacteria","Healthy",3.93396999954478e-06,3.93396999954478e-06
"1229","IN"," Altererythrobacter","Healthy",4.07782864444592e-05,4.07782864444592e-05
"1230","IN"," Alysiella","Healthy",0.000753924025967889,0.000753924025967889
"1231","IN"," Amaricoccus","Healthy",0,0
"1232","IN"," Aminobacter","Healthy",8.3262211323597e-05,8.3262211323597e-05
"1233","IN"," Ammoniibacillus","Healthy",0,0
"1234","IN"," Ammoniphilus","Healthy",2.88854308901623e-06,2.88854308901623e-06
"1235","IN"," Amnibacterium","Healthy",9.22031699139386e-06,9.22031699139386e-06
"1236","IN"," Amnipila","Healthy",3.71173548688226e-06,3.71173548688226e-06
"1237","IN"," Amphibacillus","Healthy",0,0
"1238","IN"," Amycolatopsis","Healthy",0,0
"1239","IN"," Anaerobiospirillum","Healthy",0,0
"1240","IN"," Anaerocella","Healthy",2.62402166687665e-05,2.62402166687665e-05
"1241","IN"," Anaerococcus","Healthy",0.000118660425285081,0.000118660425285081
"1242","IN"," Anaerocolumna","Healthy",0,0
"1243","IN"," Anaerofilum","Healthy",9.10158864540729e-06,9.10158864540729e-06
"1244","IN"," Anaeromusa-Anaeroarcus","Healthy",0,0
"1245","IN"," Anaeroplasma","Healthy",6.31533127797026e-05,6.31533127797026e-05
"1246","IN"," Anaerosalibacter","Healthy",2.40006720188165e-06,2.40006720188165e-06
"1247","IN"," Anaerosporobacter","Healthy",6.75475733673603e-05,6.75475733673603e-05
"1248","IN"," Anaerostignum","Healthy",1.52068010897194e-06,1.52068010897194e-06
"1249","IN"," Anaerostipes","Healthy",5.32882060692731e-05,5.32882060692731e-05
"1250","IN"," Anaerovibrio","Healthy",0.00127730190523848,0.00127730190523848
"1251","IN"," Anaerovoracaceae","Healthy",2.59160323472907e-05,2.59160323472907e-05
"1252","IN"," Anaerovorax","Healthy",2.3538056855859e-05,2.3538056855859e-05
"1253","IN"," Angelakisella","Healthy",5.12525641018639e-05,5.12525641018639e-05
"1254","IN"," Antarcticibacterium","Healthy",3.21264638441999e-06,3.21264638441999e-06
"1255","IN"," Antricoccus","Healthy",7.64856511861154e-06,7.64856511861154e-06
"1256","IN"," Aquabacterium","Healthy",2.80997857110342e-06,2.80997857110342e-06
"1257","IN"," Aquamicrobium","Healthy",3.37124409695159e-06,3.37124409695159e-06
"1258","IN"," Aquaspirillum","Healthy",0,0
"1259","IN"," Aquiflexum","Healthy",0,0
"1260","IN"," Aquisphaera","Healthy",0,0
"1261","IN"," Aquitalea","Healthy",0,0
"1262","IN"," Arachidicoccus","Healthy",0,0
"1263","IN"," Arcanobacterium","Healthy",2.37727326756211e-06,2.37727326756211e-06
"1264","IN"," Arcicella","Healthy",0,0
"1265","IN"," Arcobacter","Healthy",1.08770703687045e-05,1.08770703687045e-05
"1266","IN"," Arcobacteraceae","Healthy",2.39663723494023e-05,2.39663723494023e-05
"1267","IN"," Arcticibacter","Healthy",0,0
"1268","IN"," Arenibacter","Healthy",6.21355576942461e-06,6.21355576942461e-06
"1269","IN"," Arenimonas","Healthy",3.7032282705081e-06,3.7032282705081e-06
"1270","IN"," Aridibacter","Healthy",9.84207407932318e-06,9.84207407932318e-06
"1271","IN"," Armatimonadales","Healthy",4.59646530165111e-06,4.59646530165111e-06
"1272","IN"," Armatimonas","Healthy",0,0
"1273","IN"," Arthrobacter","Healthy",5.88938415528307e-05,5.88938415528307e-05
"1274","IN"," Atopobiaceae","Healthy",8.94890269537055e-06,8.94890269537055e-06
"1275","IN"," Atopobium","Healthy",1.08353104406694e-05,1.08353104406694e-05
"1276","IN"," Atopococcus","Healthy",0,0
"1277","IN"," Atopostipes","Healthy",0.00215949021008408,0.00215949021008408
"1278","IN"," Aurantimicrobium","Healthy",0,0
"1279","IN"," Aurantisolimonas","Healthy",1.714888603738e-05,1.714888603738e-05
"1280","IN"," Aureimonas","Healthy",0.000185336263964837,0.000185336263964837
"1281","IN"," Azoarcus","Healthy",0,0
"1282","IN"," Azospirillum","Healthy",2.14871700107866e-06,2.14871700107866e-06
"1283","IN"," Babeliales","Healthy",0,0
"1284","IN"," Bacillaceae","Healthy",6.99303366617329e-05,6.99303366617329e-05
"1285","IN"," Bacillales","Healthy",2.73205333640418e-05,2.73205333640418e-05
"1286","IN"," Bacilli","Healthy",0,0
"1287","IN"," Bacillus","Healthy",0.00030391866137461,0.00030391866137461
"1288","IN"," Bacteriovorax","Healthy",2.82311185814348e-05,2.82311185814348e-05
"1289","IN"," BacteroidaleRF16_group","Healthy",2.77558331858928e-05,2.77558331858928e-05
"1290","IN"," Bacteroidales","Healthy",0,0
"1291","IN"," BacteroidaleUCG-001","Healthy",0,0
"1292","IN"," Bacteroides","Healthy",0.00416534953992915,0.00416534953992915
"1293","IN"," BacteroideteVC2.1_Bac22","Healthy",2.14871700107866e-06,2.14871700107866e-06
"1294","IN"," Bacteroidia","Healthy",1.15541723560649e-05,1.15541723560649e-05
"1295","IN"," Barnesiella","Healthy",4.17911986342636e-06,4.17911986342636e-06
"1296","IN"," Bavariicoccus","Healthy",3.80170027242984e-06,3.80170027242984e-06
"1297","IN"," BD1-7_clade","Healthy",0,0
"1298","IN"," Bdellovibrio","Healthy",6.85704316378476e-05,6.85704316378476e-05
"1299","IN"," Beijerinckiaceae","Healthy",0,0
"1300","IN"," Belnapia","Healthy",0,0
"1301","IN"," Bergeyella","Healthy",0.00358653059064844,0.00358653059064844
"1302","IN"," Berkelbacteria","Healthy",6.74248819390317e-06,6.74248819390317e-06
"1303","IN"," Beutenbergiaceae","Healthy",5.94779821004785e-05,5.94779821004785e-05
"1304","IN"," Bhargavaea","Healthy",0,0
"1305","IN"," Bibersteinia","Healthy",0.000891386660980115,0.000891386660980115
"1306","IN"," Bifidobacteriaceae","Healthy",3.23520827312884e-05,3.23520827312884e-05
"1307","IN"," Bifidobacterium","Healthy",0.00210284939819334,0.00210284939819334
"1308","IN"," Bilophila","Healthy",0,0
"1309","IN"," Blastocatella","Healthy",6.55771570888738e-06,6.55771570888738e-06
"1310","IN"," Blastocatellaceae","Healthy",3.43947554876832e-06,3.43947554876832e-06
"1311","IN"," Blastococcus","Healthy",1.71502464490415e-06,1.71502464490415e-06
"1312","IN"," Blastomonas","Healthy",0,0
"1313","IN"," Blastopirellula","Healthy",6.21804507771779e-06,6.21804507771779e-06
"1314","IN"," Blautia","Healthy",0.0030635096094748,0.0030635096094748
"1315","IN"," Blfdi19","Healthy",1.19420258256877e-05,1.19420258256877e-05
"1316","IN"," Bogoriella","Healthy",9.38477729616411e-06,9.38477729616411e-06
"1317","IN"," Bordetella","Healthy",0,0
"1318","IN"," Bosea","Healthy",4.49596571376547e-06,4.49596571376547e-06
"1319","IN"," Brachybacterium","Healthy",0.000363776202309301,0.000363776202309301
"1320","IN"," Brachymonas","Healthy",0,0
"1321","IN"," Bradymonadaceae","Healthy",1.09315487545743e-05,1.09315487545743e-05
"1322","IN"," Bradymonadales","Healthy",2.68759406043404e-05,2.68759406043404e-05
"1323","IN"," Bradyrhizobium","Healthy",7.20020160564496e-06,7.20020160564496e-06
"1324","IN"," Brevibacillus","Healthy",0,0
"1325","IN"," Brevibacterium","Healthy",0.000297873249678045,0.000297873249678045
"1326","IN"," Brevundimonas","Healthy",0.000739132415895706,0.000739132415895706
"1327","IN"," Breznakia","Healthy",1.02824191690076e-05,1.02824191690076e-05
"1328","IN"," Brochothrix","Healthy",0.000101925415847188,0.000101925415847188
"1329","IN"," Brumimicrobium","Healthy",5.15269264205453e-05,5.15269264205453e-05
"1330","IN"," Bryobacter","Healthy",1.78295495067158e-06,1.78295495067158e-06
"1331","IN"," BSV13","Healthy",0,0
"1332","IN"," Burkholderia-Caballeronia-Paraburkholderia","Healthy",6.58208685063599e-06,6.58208685063599e-06
"1333","IN"," Burkholderiaceae","Healthy",0,0
"1334","IN"," Burkholderiales","Healthy",0,0
"1335","IN"," Butyricicoccaceae","Healthy",7.75567513687928e-06,7.75567513687928e-06
"1336","IN"," Butyricicoccus","Healthy",3.36751551580917e-06,3.36751551580917e-06
"1337","IN"," Butyricimonas","Healthy",1.55451126942945e-05,1.55451126942945e-05
"1338","IN"," Butyrivibrio","Healthy",2.4558422007268e-05,2.4558422007268e-05
"1339","IN"," C0119","Healthy",1.15182956608277e-06,1.15182956608277e-06
"1340","IN"," C1-B045","Healthy",2.33176690414417e-06,2.33176690414417e-06
"1341","IN"," Caedibacter","Healthy",5.44078944300307e-06,5.44078944300307e-06
"1342","IN"," Caenarcaniphilales","Healthy",0,0
"1343","IN"," CAG-352","Healthy",0.00013735040519163,0.00013735040519163
"1344","IN"," CAG-56","Healthy",0,0
"1345","IN"," Caldibacillus","Healthy",4.00011200313609e-06,4.00011200313609e-06
"1346","IN"," Caldicoprobacter","Healthy",0,0
"1347","IN"," Caloramatoraceae","Healthy",0,0
"1348","IN"," Caloribacterium","Healthy",0,0
"1349","IN"," Camelimonas","Healthy",0,0
"1350","IN"," Campylobacter","Healthy",0.000129415111831965,0.000129415111831965
"1351","IN"," CandidatuAlysiosphaera","Healthy",3.1090225388589e-06,3.1090225388589e-06
"1352","IN"," CandidatuArthromitus","Healthy",0,0
"1353","IN"," CandidatuAzambacteria","Healthy",4.0554845442925e-05,4.0554845442925e-05
"1354","IN"," CandidatuBerkiella","Healthy",4.71974173573222e-06,4.71974173573222e-06
"1355","IN"," CandidatuCampbellbacteria","Healthy",0,0
"1356","IN"," CandidatuKaiserbacteria","Healthy",0,0
"1357","IN"," CandidatuLloydbacteria","Healthy",0,0
"1358","IN"," CandidatuMethanomethylophilus","Healthy",0,0
"1359","IN"," CandidatuMethanoplasma","Healthy",0,0
"1360","IN"," CandidatuNitrocosmicus","Healthy",0,0
"1361","IN"," CandidatuNomurabacteria","Healthy",7.77255634714724e-06,7.77255634714724e-06
"1362","IN"," CandidatuOmnitrophus","Healthy",0,0
"1363","IN"," CandidatuParacaedibacter","Healthy",0,0
